row_label_raw,row_label_full,Ngắn hạn,31/12/2023VND,01/01/2023VND,numeric__31/12/2023VND,numeric__01/01/2023VND
- Người mua trả trước về mua mù cao su nội địa,- Người mua trả trước về mua mù cao su nội địa,- Người mua trả trước về mua mù cao su nội địa,255.010.189.431,203.559.968.397,255010189431.0,203559968397.0
- Người mua trả trước về mua mù cao xu xuất khẩu,- Người mua trả trước về mua mù cao xu xuất khẩu,- Người mua trả trước về mua mù cao xu xuất khẩu,64.820.205.385,133.848.148.098,64820205385.0,133848148098.0
"- Người mua trả trước về hoạt động gia công chế biến mù cao su, chế biến pallet","- Người mua trả trước về hoạt động gia công chế biến mù cao su, chế biến pallet","- Người mua trả trước về hoạt động gia công chế biến mù cao su, chế biến pallet",164.001.600,608.000.000,164001600.0,608000000.0
"- Người mua trả trước về mua cây cao su thanh lý, gầy đồ","- Người mua trả trước về mua cây cao su thanh lý, gầy đồ","- Người mua trả trước về mua cây cao su thanh lý, gầy đồ",44.959.517.109,18.889.510.686,44959517109.0,18889510686.0
"- Người mua trả trước về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị","- Người mua trả trước về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị","- Người mua trả trước về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị",10.823.620.000,14.859.373.759,10823620000.0,14859373759.0
"- Người mua trả trước về mua bán hàng hóa, cung cấp dịch vụ khác","- Người mua trả trước về mua bán hàng hóa, cung cấp dịch vụ khác","- Người mua trả trước về mua bán hàng hóa, cung cấp dịch vụ khác",20.131.470.310,72.704.940.162,20131470310.0,72704940162.0
- Người mua trả trước ngắn hạn khác,- Người mua trả trước ngắn hạn khác,- Người mua trả trước ngắn hạn khác,122.725.397.946,80.118.842.106,122725397946.0,80118842106.0
Tổng,Tổng,Tổng,518.634.401.781,524.588.783.208,518634401781.0,524588783208.0
,,,31/12/2023VND,01/01/2023VND,,
Dài hạn,Dài hạn,Dài hạn,,,,
- Người mua trả trước về mua mù cao su nội địa,Dài hạn > - Người mua trả trước về mua mù cao su nội địa,- Người mua trả trước về mua mù cao su nội địa,-,22.065.886.365,,22065886365.0
- Người mua trả trước về hoạt động chuyển nhượng bất động sản,Dài hạn > - Người mua trả trước về hoạt động chuyển nhượng bất động sản,- Người mua trả trước về hoạt động chuyển nhượng bất động sản,78.701.769.117,78.677.027.112,78701769117.0,78677027112.0
Tổng,Dài hạn > Tổng,Tổng,78.701.769.117,100.742.913.477,78701769117.0,100742913477.0
