row_label_raw,row_label_full,col_0,31/12/2023 (VND) > Giá gốc,31/12/2023 (VND) > Giá trị ghi sổ,01/01/2023 (VND) > Giá gốc,01/01/2023 (VND) > Giá trị ghi sổ,numeric__31/12/2023 (VND) > Giá gốc,numeric__31/12/2023 (VND) > Giá trị ghi sổ,numeric__01/01/2023 (VND) > Giá gốc,numeric__01/01/2023 (VND) > Giá trị ghi sổ
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,11.354.264.425.848,11.354.264.425.848,11.210.544.080.807,11.210.544.080.807,11354264425848.0,11354264425848.0,11210544080807.0,11210544080807.0
- Tiền gửi có kỳ hạn (i),- Tiền gửi có kỳ hạn (i),- Tiền gửi có kỳ hạn (i),11.354.264.425.848,11.354.264.425.848,11.210.544.080.807,11.210.544.080.807,11354264425848.0,11354264425848.0,11210544080807.0,11210544080807.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,458.499.993.918,458.499.993.918,52.250.000.000,52.250.000.000,458499993918.0,458499993918.0,52250000000.0,52250000000.0
- Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,446.499.993.918,446.499.993.918,16.880.000.000,16.880.000.000,446499993918.0,446499993918.0,16880000000.0,16880000000.0
Trái phiếu,Trái phiếu,Trái phiếu,12.000.000.000,12.000.000.000,35.370.000.000,35.370.000.000,12000000000.0,12000000000.0,35370000000.0,35370000000.0
