row_label_raw,row_label_full,"CÔNG TY CÓ PHANSố 236 Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, TP. Hồ Chí Minh, CHXHCN Việt Nam > BẢN THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤTCho năm tài chính kết thúc ngày 31/12/2023 > Các đơn vị sự nghiệp có thu do Tập đoàn nấm giữ 100% vốn","CÔNG TY CÓ PHANSố 236 Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, TP. Hồ Chí Minh, CHXHCN Việt Nam > BẢN THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤTCho năm tài chính kết thúc ngày 31/12/2023 > Các đơn vị sự nghiệp có thu do Tập đoàn nấm giữ 100% vốn_1","CÔNG TY CÓ PHANSố 236 Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, TP. Hồ Chí Minh, CHXHCN Việt Nam > BẢN THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤTCho năm tài chính kết thúc ngày 31/12/2023 > Các đơn vị sự nghiệp có thu do Tập đoàn nấm giữ 100% vốn_2","CÔNG TY CÓ PHANSố 236 Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, TP. Hồ Chí Minh, CHXHCN Việt Nam > BẢN THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤTCho năm tài chính kết thúc ngày 31/12/2023 > Các đơn vị sự nghiệp có thu do Tập đoàn nấm giữ 100% vốn_3","CÔNG TY CÓ PHANSố 236 Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, TP. Hồ Chí Minh, CHXHCN Việt Nam > BẢN THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤTCho năm tài chính kết thúc ngày 31/12/2023 > Các đơn vị sự nghiệp có thu do Tập đoàn nấm giữ 100% vốn_4",Mẫu số B 09 - DN/HNBan hành theo Thông tư số 202/2014/TT- BTCNgày 22/12/2014 của Bộ Tài chính > BẢN THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤTCho năm tài chính kết thúc ngày 31/12/2023 > Các đơn vị sự nghiệp có thu do Tập đoàn nấm giữ 100% vốn,"numeric__CÔNG TY CÓ PHANSố 236 Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, TP. Hồ Chí Minh, CHXHCN Việt Nam > BẢN THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤTCho năm tài chính kết thúc ngày 31/12/2023 > Các đơn vị sự nghiệp có thu do Tập đoàn nấm giữ 100% vốn_1","numeric__CÔNG TY CÓ PHANSố 236 Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, TP. Hồ Chí Minh, CHXHCN Việt Nam > BẢN THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤTCho năm tài chính kết thúc ngày 31/12/2023 > Các đơn vị sự nghiệp có thu do Tập đoàn nấm giữ 100% vốn_2","numeric__CÔNG TY CÓ PHANSố 236 Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, TP. Hồ Chí Minh, CHXHCN Việt Nam > BẢN THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤTCho năm tài chính kết thúc ngày 31/12/2023 > Các đơn vị sự nghiệp có thu do Tập đoàn nấm giữ 100% vốn_3","numeric__CÔNG TY CÓ PHANSố 236 Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, TP. Hồ Chí Minh, CHXHCN Việt Nam > BẢN THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤTCho năm tài chính kết thúc ngày 31/12/2023 > Các đơn vị sự nghiệp có thu do Tập đoàn nấm giữ 100% vốn_4",numeric__Mẫu số B 09 - DN/HNBan hành theo Thông tư số 202/2014/TT- BTCNgày 22/12/2014 của Bộ Tài chính > BẢN THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤTCho năm tài chính kết thúc ngày 31/12/2023 > Các đơn vị sự nghiệp có thu do Tập đoàn nấm giữ 100% vốn
Stt,Stt,Stt,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Hoạt động kinh doanh chính,,,,,
21,Stt > 21,21,Viện Nghiên cứu Cao su,"236 Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, TP. Hồ Chí Minh",100 %,100 %,"Nghiên cứu, đào tạo, chuyển giao tiến bộ kỹ thuật KH-CN các lĩnh vực nông nghiệp và công nghiệp cao su thiên nhiên",,,1.0,1.0,
22,Stt > 22,22,Trung tâm Y tế Cao su,"410 Trường Chinh, Phường 13, Quận Tân Bình, TP. Hồ Chí Minh",100 %,100 %,"Khám chữa bệnh, khám sức khỏe định kỳ cho người lao động trong ngành cao su và ngành khác",,,1.0,1.0,
23,Stt > 23,23,Tạp chí Cao su,"236 Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, TP. Hồ Chí Minh",100 %,100 %,Báo chí và in ấn,,,1.0,1.0,
24,Stt > 24,24,Trường Cao đẳng Công nghiệp Cao su,"1428 Phú Riềng Đỏ, Thị xã Đồng Xoài, Tỉnh Bình Phước",100 %,100 %,"Đảo tạo, nghiên cứu khoa học và chuyển giao công nghệ trong ngành cao su",,,1.0,1.0,
