row_label_raw,row_label_full,Ngắn hạn,31/12/2023VND,01/01/2023VND,numeric__31/12/2023VND,numeric__01/01/2023VND
- Lãi vay phải thu về cho vay,- Lãi vay phải thu về cho vay,- Lãi vay phải thu về cho vay,168.434.797.366,134.376.534.169,168434797366.0,134376534169.0
- Lãi dự thu,- Lãi dự thu,- Lãi dự thu,194.436.103.642,146.370.265.225,194436103642.0,146370265225.0
- Tạm ứng,- Tạm ứng,- Tạm ứng,97.688.833.062,100.739.072.584,97688833062.0,100739072584.0
"- Cẩm cố, ký quỹ, ký cược","- Cẩm cố, ký quỹ, ký cược","- Cẩm cố, ký quỹ, ký cược",35.333.125.799,31.073.394.440,35333125799.0,31073394440.0
- Phải thu về cổ tức và lợi nhuận được chia,- Phải thu về cổ tức và lợi nhuận được chia,- Phải thu về cổ tức và lợi nhuận được chia,47.209.887.233,23.277.516.126,47209887233.0,23277516126.0
- Phải thu người lao động,- Phải thu người lao động,- Phải thu người lao động,14.324.518.632,52.828.985.707,14324518632.0,52828985707.0
- Phải thu về các khoản báo hiểm,- Phải thu về các khoản báo hiểm,- Phải thu về các khoản báo hiểm,8.987.189.589,12.451.428.849,8987189589.0,12451428849.0
- Phải thu về các khoản góp vốn hợp tác kinh doanh,- Phải thu về các khoản góp vốn hợp tác kinh doanh,- Phải thu về các khoản góp vốn hợp tác kinh doanh,20.774.962.320,19.692.510.735,20774962320.0,19692510735.0
- Phải thu ngắn hạn khác,- Phải thu ngắn hạn khác,- Phải thu ngắn hạn khác,335.419.721.477,530.568.457.135,335419721477.0,530568457135.0
Tổng,Tổng,Tổng,922.609.139.120,1.051.378.164.970,922609139120.0,1051378164970.0
,,,31/12/2023VND,01/01/2023VND,,
Dài hạn,Dài hạn,Dài hạn,,,,
- Lãi vay phải thu,Dài hạn > - Lãi vay phải thu,- Lãi vay phải thu,11.810.876.616,12.162.499.359,11810876616.0,12162499359.0
"- Cẩm cố, ký quỹ, ký cược","Dài hạn > - Cẩm cố, ký quỹ, ký cược","- Cẩm cố, ký quỹ, ký cược",33.025.578.621,31.604.550.475,33025578621.0,31604550475.0
- Phải thu người lao động,Dài hạn > - Phải thu người lao động,- Phải thu người lao động,-,177.983.310,,177983310.0
- Phải thu về các khoản góp vốn hợp tác kinh doanh,Dài hạn > - Phải thu về các khoản góp vốn hợp tác kinh doanh,- Phải thu về các khoản góp vốn hợp tác kinh doanh,33.072.423.996,46.930.431.622,33072423996.0,46930431622.0
- Phải thu dài hạn khác,Dài hạn > - Phải thu dài hạn khác,- Phải thu dài hạn khác,145.558.035.756,187.303.863.699,145558035756.0,187303863699.0
Tổng,Dài hạn > Tổng,Tổng,223.466.914.989,278.179.328.465,223466914989.0,278179328465.0
