row_label_raw,row_label_full,col_0,Năm 2023VND,Năm 2022VND,numeric__Năm 2023VND,numeric__Năm 2022VND
- Doanh thu sản xuất và kinh doanh mủ cao su,- Doanh thu sản xuất và kinh doanh mủ cao su,- Doanh thu sản xuất và kinh doanh mủ cao su,16.818.510.922.613,18.167.310.881.277,16818510922613.0,18167310881277.0
- Doanh thu sản xuất và kinh doanh các sản phẩm từ cao su,- Doanh thu sản xuất và kinh doanh các sản phẩm từ cao su,- Doanh thu sản xuất và kinh doanh các sản phẩm từ cao su,463.839.613.275,790.491.799.380,463839613275.0,790491799380.0
- Doanh thu chế biến gỗ,- Doanh thu chế biến gỗ,- Doanh thu chế biến gỗ,2.363.231.642.697,3.930.385.935.333,2363231642697.0,3930385935333.0
- Doanh thu hợp đồng xây dựng,- Doanh thu hợp đồng xây dựng,- Doanh thu hợp đồng xây dựng,-,-,,
"- Doanh thu kinh doanh bắt động sản, cơ sở hạ tầng","- Doanh thu hợp đồng xây dựng > - Doanh thu kinh doanh bắt động sản, cơ sở hạ tầng","- Doanh thu kinh doanh bắt động sản, cơ sở hạ tầng",813.653.067.604,801.856.075.019,813653067604.0,801856075019.0
- Doanh thu dịch vụ duy tu bảo dưỡng hạ tầng KCN,- Doanh thu hợp đồng xây dựng > - Doanh thu dịch vụ duy tu bảo dưỡng hạ tầng KCN,- Doanh thu dịch vụ duy tu bảo dưỡng hạ tầng KCN,21.740.392.009,48.918.148.087,21740392009.0,48918148087.0
"- Doanh thu dịch vụ kinh doanh điện, nước","- Doanh thu hợp đồng xây dựng > - Doanh thu dịch vụ kinh doanh điện, nước","- Doanh thu dịch vụ kinh doanh điện, nước",72.900.357.226,73.035.019.263,72900357226.0,73035019263.0
"- Doanh thu dịch vụ du lịch, nhà hàng, khách sạn","- Doanh thu hợp đồng xây dựng > - Doanh thu dịch vụ du lịch, nhà hàng, khách sạn","- Doanh thu dịch vụ du lịch, nhà hàng, khách sạn",663.720.540,783.157.072,663720540.0,783157072.0
- Doanh thu từ kinh doanh điện năng,- Doanh thu hợp đồng xây dựng > - Doanh thu từ kinh doanh điện năng,- Doanh thu từ kinh doanh điện năng,587.551.446.908,709.477.240.167,587551446908.0,709477240167.0
- Doanh thu bán hàng hóa và cung cấp dịch vụ khác,- Doanh thu hợp đồng xây dựng > - Doanh thu bán hàng hóa và cung cấp dịch vụ khác,- Doanh thu bán hàng hóa và cung cấp dịch vụ khác,1.025.673.652.071,953.039.975.565,1025673652071.0,953039975565.0
Tổng,- Doanh thu hợp đồng xây dựng > Tổng,Tổng,22.167.764.814.943,25.475.298.231.163,22167764814943.0,25475298231163.0
