row_label_raw,row_label_full,col_0,Năm 2023VND,Năm 2022VND,numeric__Năm 2023VND,numeric__Năm 2022VND
Công ty Cổ phần Thống Nhất,Công ty Cổ phần Thống Nhất,Công ty Cổ phần Thống Nhất,10.376.086.105,23.322.607.707,10376086105.0,23322607707.0
Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,(717.602.839),(622.867.430),-717602839.0,-622867430.0
Công ty Cổ phần Đầu tư Xây dựng Cơ sở Hạ tầng Bình Phước,Công ty Cổ phần Đầu tư Xây dựng Cơ sở Hạ tầng Bình Phước,Công ty Cổ phần Đầu tư Xây dựng Cơ sở Hạ tầng Bình Phước,10.433.576.407,14.528.464.415,10433576407.0,14528464415.0
Công ty Cổ phần Gỗ MDF VRG - Dongwha,Công ty Cổ phần Gỗ MDF VRG - Dongwha,Công ty Cổ phần Gỗ MDF VRG - Dongwha,(290.250.248.363),120.402.866.123,-290250248363.0,120402866123.0
Công ty Cổ phần Cao su Thành phố Hồ Chí Minh,Công ty Cổ phần Cao su Thành phố Hồ Chí Minh,Công ty Cổ phần Cao su Thành phố Hồ Chí Minh,150.842.855,3.151.025.751,150842855.0,3151025751.0
Công ty Cổ phần Cao su Bến Thành,Công ty Cổ phần Cao su Bến Thành,Công ty Cổ phần Cao su Bến Thành,9.374.463.540,8.988.904.279,9374463540.0,8988904279.0
Công ty Cổ phần Xây dựng Cao su Đồng Nai,Công ty Cổ phần Xây dựng Cao su Đồng Nai,Công ty Cổ phần Xây dựng Cao su Đồng Nai,338.416.338,115.125.141,338416338.0,115125141.0
Công ty Cổ phần Lộc Thịnh,Công ty Cổ phần Lộc Thịnh,Công ty Cổ phần Lộc Thịnh,506.386.395,307.269.096,506386395.0,307269096.0
Công ty Cổ phần Chỉ sợi Cao su V.R.G SA DO,Công ty Cổ phần Chỉ sợi Cao su V.R.G SA DO,Công ty Cổ phần Chỉ sợi Cao su V.R.G SA DO,(39.861.476.136),(24.016.314.827),-39861476136.0,-24016314827.0
Công ty Cổ phần Chế biến gỗ Cao su Chư Pãh,Công ty Cổ phần Chế biến gỗ Cao su Chư Pãh,Công ty Cổ phần Chế biến gỗ Cao su Chư Pãh,87.350.054,(1.109.603.229),87350054.0,-1109603229.0
Công ty Cổ phần Cao su Dầu Tiếng Việt Lào,Công ty Cổ phần Cao su Dầu Tiếng Việt Lào,Công ty Cổ phần Cao su Dầu Tiếng Việt Lào,14.173.300.592,33.497.261.641,14173300592.0,33497261641.0
Công ty CP Phát triển Đô thị và KCN Cao su Việt Nam,Công ty CP Phát triển Đô thị và KCN Cao su Việt Nam,Công ty CP Phát triển Đô thị và KCN Cao su Việt Nam,67.636.479.691,16.796.850.689,67636479691.0,16796850689.0
,,,(208.249.655.606),203.589.622.831,-208249655606.0,203589622831.0
