row_label_raw,row_label_full,Tình trạng hồ sơ,Số hồ sơ,Số dư nợ,Số dư nợ_1,numeric__Số hồ sơ,numeric__Số dư nợ,numeric__Số dư nợ_1
Tình trạng hồ sơ,Tình trạng hồ sơ,Tình trạng hồ sơ,Số hồ sơ,Nợ gốc,Nợ lãi,,,
"Hồ sơ đã khởi kiện, chuyển Tòa án","Tình trạng hồ sơ > Hồ sơ đã khởi kiện, chuyển Tòa án","Hồ sơ đã khởi kiện, chuyển Tòa án",31,394.231.749.273,885.653.243.356,31.0,394231749273.0,885653243356.0
Hồ sơ tin dụng Tòa án đang thụ lý có bản án,Tình trạng hồ sơ > Hồ sơ tin dụng Tòa án đang thụ lý có bản án,Hồ sơ tin dụng Tòa án đang thụ lý có bản án,4,12.334.454.598,48.443.446.396,4.0,12334454598.0,48443446396.0
Hồ sơ tin dụng Tòa án đã đình chi khởi kiện do hết hiệu lực - khởi kiện quyền đồi nợ,Tình trạng hồ sơ > Hồ sơ tin dụng Tòa án đã đình chi khởi kiện do hết hiệu lực - khởi kiện quyền đồi nợ,Hồ sơ tin dụng Tòa án đã đình chi khởi kiện do hết hiệu lực - khởi kiện quyền đồi nợ,4,34.931.920.201,5.531.263.030,4.0,34931920201.0,5531263030.0
Hồ sơ tại cơ quan thi hành án,Tình trạng hồ sơ > Hồ sơ tại cơ quan thi hành án,Hồ sơ tại cơ quan thi hành án,148,337.412.681.683,1.153.391.838.169,148.0,337412681683.0,1153391838169.0
Hồ sơ thi hành án không có tài sản thể chấp,Tình trạng hồ sơ > Hồ sơ thi hành án không có tài sản thể chấp,Hồ sơ thi hành án không có tài sản thể chấp,95,10.677.088.628,362.044.198.920,95.0,10677088628.0,362044198920.0
Hồ sơ chưa khởi kiện,Tình trạng hồ sơ > Hồ sơ chưa khởi kiện,Hồ sơ chưa khởi kiện,2,1.340.000.000,1.210.413.386,2.0,1340000000.0,1210413386.0
,,,181,732.984.430.956,2.040.255.494.911,181.0,732984430956.0,2040255494911.0
