row_label_raw,row_label_full,col_0,31/12/2023 (VND) > Giá trị,31/12/2023 (VND) > Số có khả năng trả nợ,Biến động trong năm > Tăng,Biến động trong năm > Giảm,01/01/2023 (VND) > Giá trị,01/01/2023 (VND) > Số có khả năng trả nợ,numeric__31/12/2023 (VND) > Giá trị,numeric__31/12/2023 (VND) > Số có khả năng trả nợ,numeric__Biến động trong năm > Tăng,numeric__Biến động trong năm > Giảm,numeric__01/01/2023 (VND) > Giá trị,numeric__01/01/2023 (VND) > Số có khả năng trả nợ
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,3.002.624.606.830,3.002.624.606.830,4.851.746.912.513,4.666.168.196.519,2.817.045.890.836,2.817.045.890.836,3002624606830.0,3002624606830.0,4851746912513.0,4666168196519.0,2817045890836.0,2817045890836.0
Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,1.503.173.571.294,1.503.173.571.294,4.428.587.875.161,3.938.119.923.470,1.012.705.619.603,1.012.705.619.603,1503173571294.0,1503173571294.0,4428587875161.0,3938119923470.0,1012705619603.0,1012705619603.0
- Các khoản đi vay,- Các khoản đi vay,- Các khoản đi vay,1.503.173.571.294,1.503.173.571.294,4.428.587.875.161,3.938.119.923.470,1.012.705.619.603,1.012.705.619.603,1503173571294.0,1503173571294.0,4428587875161.0,3938119923470.0,1012705619603.0,1012705619603.0
Nợ dài hạn đến hạn trả,Nợ dài hạn đến hạn trả,Nợ dài hạn đến hạn trả,1.499.451.035.536,1.499.451.035.536,423.159.037.352,728.048.273.049,1.804.340.271.233,1.804.340.271.233,1499451035536.0,1499451035536.0,423159037352.0,728048273049.0,1804340271233.0,1804340271233.0
- Các khoản đi vay,- Các khoản đi vay,- Các khoản đi vay,1.499.451.035.536,1.499.451.035.536,423.159.037.352,728.048.273.049,1.804.340.271.233,1.804.340.271.233,1499451035536.0,1499451035536.0,423159037352.0,728048273049.0,1804340271233.0,1804340271233.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,3.577.280.067.014,3.577.280.067.014,143.414.567.687,1.161.850.262.737,4.595.715.762.064,4.595.715.762.064,3577280067014.0,3577280067014.0,143414567687.0,1161850262737.0,4595715762064.0,4595715762064.0
- Các khoản đi vay,- Các khoản đi vay,- Các khoản đi vay,3.577.280.067.014,3.577.280.067.014,143.414.567.687,1.161.850.262.737,4.595.715.762.064,4.595.715.762.064,3577280067014.0,3577280067014.0,143414567687.0,1161850262737.0,4595715762064.0,4595715762064.0
Tổng,Tổng,Tổng,6.579.904.673.844,6.579.904.673.844,4.995.161.480.200,5.828.018.459.256,7.412.761.652.900,7.412.761.652.900,6579904673844.0,6579904673844.0,4995161480200.0,5828018459256.0,7412761652900.0,7412761652900.0
