row_label_raw,row_label_full,col_0,31/12/2023VND,01/01/2023VND,numeric__31/12/2023VND,numeric__01/01/2023VND
a. Tài sản thuế ngoài,a. Tài sản thuế ngoài,a. Tài sản thuế ngoài,-,-,,
b. Tài sản nhận giữ hộ,a. Tài sản thuế ngoài > b. Tài sản nhận giữ hộ,b. Tài sản nhận giữ hộ,89.438.137.000,146.956.722.956,89438137000.0,146956722956.0
"- Vật tư hàng hóa nhận giữ hộ, nhận gia công","a. Tài sản thuế ngoài > - Vật tư hàng hóa nhận giữ hộ, nhận gia công","- Vật tư hàng hóa nhận giữ hộ, nhận gia công",89.438.137.000,146.956.722.956,89438137000.0,146956722956.0
"- Hàng hóa nhận bán hộ, nhận ký gửi, nhận cảm cố, thể chấp","- Hàng hóa nhận bán hộ, nhận ký gửi, nhận cảm cố, thể chấp","- Hàng hóa nhận bán hộ, nhận ký gửi, nhận cảm cố, thể chấp",-,-,,
c. Ngoại tệ các loại (USD),c. Ngoại tệ các loại (USD),c. Ngoại tệ các loại (USD),,,,
- Ngoại tệ USD,c. Ngoại tệ các loại (USD) > - Ngoại tệ USD,- Ngoại tệ USD,30.359.359,24.881.189,30359359.0,24881189.0
- Ngoại tệ EUR,c. Ngoại tệ các loại (USD) > - Ngoại tệ EUR,- Ngoại tệ EUR,1.022,1.857,1022.0,1857.0
- Ngoại tệ LAK,c. Ngoại tệ các loại (USD) > - Ngoại tệ LAK,- Ngoại tệ LAK,485.765,485.765,485765.0,485765.0
- Ngoại tệ KHR,c. Ngoại tệ các loại (USD) > - Ngoại tệ KHR,- Ngoại tệ KHR,999.738.501,1.059.363.339,999738501.0,1059363339.0
- Ngoại tệ khác,c. Ngoại tệ các loại (USD) > - Ngoại tệ khác,- Ngoại tệ khác,240.309,240.297,240309.0,240297.0
d. Nợ khó đòi đã xử lý,c. Ngoại tệ các loại (USD) > d. Nợ khó đòi đã xử lý,d. Nợ khó đòi đã xử lý,67.845.979.308,67.845.979.308,67845979308.0,67845979308.0
