row_label_raw,row_label_full,col_0,col_1,Năm 2023,Năm 2022,numeric__col_1,numeric__Năm 2023,numeric__Năm 2022
,,,,VND,VND,,,
Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Thu nhập từ bán cây cao su thanh lý,-,131.921.970.259,,,131921970259.0
Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Bán hàng hóa dịch vụ,49.073.402.360,1.089.949.332,,49073402360.0,1089949332.0
Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Mua hàng hóa dịch vụ,13.162.085.988,,,13162085988.0,
Công ty CP Chi sợi Cao su VRG Sa do,Công ty CP Chi sợi Cao su VRG Sa do,Công ty CP Chi sợi Cao su VRG Sa do,Bán hàng hóa dịch vụ,30.586.231.325,-,,30586231325.0,
Công ty CP Chi sợi Cao su VRG Sa do,Công ty CP Chi sợi Cao su VRG Sa do,Công ty CP Chi sợi Cao su VRG Sa do,Mua hàng hóa dịch vụ,524.939.091,-,,524939091.0,
Công ty CP Cao su Bến Thành,Công ty CP Cao su Bến Thành,Công ty CP Cao su Bến Thành,Bán hàng hóa dịch vụ,22.028.786.000,2.135.332.000,,22028786000.0,2135332000.0
Công ty CP Cao su Bến Thành,Công ty CP Cao su Bến Thành,Công ty CP Cao su Bến Thành,Thu nhập từ bán cây cao su thanh lý,-,23.880.686.778,,,23880686778.0
Công ty CP Cao su Bến Thành,Công ty CP Cao su Bến Thành,Công ty CP Cao su Bến Thành,Mua hàng hóa dịch vụ,1.502.641.000,-,,1502641000.0,
Công ty CP KD BOT Đường ĐT.741,Công ty CP KD BOT Đường ĐT.741,Công ty CP KD BOT Đường ĐT.741,Bán hàng hóa dịch vụ,131.022.769,190.099.048,,131022769.0,190099048.0
Công ty CP Thống Nhất,Công ty CP Thống Nhất,Công ty CP Thống Nhất,Bán hàng hóa dịch vụ,2.520.000,225.728.545,,2520000.0,225728545.0
Công ty CP Cao su Dầu Tiếng Việt Lào,Công ty CP Cao su Dầu Tiếng Việt Lào,Công ty CP Cao su Dầu Tiếng Việt Lào,Bán hàng hóa dịch vụ,491.774.000,638.649.467,,491774000.0,638649467.0
Công ty CP Cao su Dầu Tiếng Việt Lào,Công ty CP Cao su Dầu Tiếng Việt Lào,Công ty CP Cao su Dầu Tiếng Việt Lào,Mua hàng hóa dịch vụ,128.711.523.000,-,,128711523000.0,
