row_label_raw,row_label_full,col_0,31/12/2023 (VND) > Giá gốc,31/12/2023 (VND) > Dự phòng,31/12/2023 (VND) > Giá trị hợp lý,01/01/2023 (VND) > Giá gốc,01/01/2023 (VND) > Dự phòng,01/01/2023 (VND) > Giá trị hợp lý,numeric__31/12/2023 (VND) > Giá gốc,numeric__31/12/2023 (VND) > Dự phòng,numeric__31/12/2023 (VND) > Giá trị hợp lý,numeric__01/01/2023 (VND) > Giá gốc,numeric__01/01/2023 (VND) > Dự phòng,numeric__01/01/2023 (VND) > Giá trị hợp lý
,,,360.702.878.861,(47.107.613.940),313.595.264.921,393.731.440.114,(50.380.358.133),339.570.463.662,360702878861.0,-47107613940.0,313595264921.0,393731440114.0,-50380358133.0,339570463662.0
- Công ty Cổ phần Du lịch Quốc tế Vũng Tàu,- Công ty Cổ phần Du lịch Quốc tế Vũng Tàu,- Công ty Cổ phần Du lịch Quốc tế Vũng Tàu,3.850.000.000,(215.512.850),3.634.487.150,3.850.000.000,(326.439.295),3.523.560.705,3850000000.0,-215512850.0,3634487150.0,3850000000.0,-326439295.0,3523560705.0
- Công ty CP EVN Quốc Tế (i),- Công ty CP EVN Quốc Tế (i),- Công ty CP EVN Quốc Tế (i),44.118.073.392,-,,44.118.073.392,-,,44118073392.0,,,44118073392.0,,
- Công ty CP Du lịch Sài Gòn Đông Hà,- Công ty CP Du lịch Sài Gòn Đông Hà,- Công ty CP Du lịch Sài Gòn Đông Hà,13.877.341.956,(7.784.515.153),6.092.826.803,13.877.341.956,(7.784.515.153),6.092.826.803,13877341956.0,-7784515153.0,6092826803.0,13877341956.0,-7784515153.0,6092826803.0
- Công ty CP Điện Việt Lào (i),- Công ty CP Điện Việt Lào (i),- Công ty CP Điện Việt Lào (i),79.567.924.335,-,,79.567.924.335,-,,79567924335.0,,,79567924335.0,,
- Tổng Công ty Xây dựng Thủy lợi 4 - CTCP,- Tổng Công ty Xây dựng Thủy lợi 4 - CTCP,- Tổng Công ty Xây dựng Thủy lợi 4 - CTCP,24.418.782.000,(4.829.492.440),19.589.289.560,24.418.782.000,(8.131.454.406),16.287.327.594,24418782000.0,-4829492440.0,19589289560.0,24418782000.0,-8131454406.0,16287327594.0
- Công ty CP Đầu tư XD & XNK Cao su,- Công ty CP Đầu tư XD & XNK Cao su,- Công ty CP Đầu tư XD & XNK Cao su,1.500.000.000,(1.116.653.096),383.346.904,1.500.000.000,(1.116.653.096),383.346.904,1500000000.0,-1116653096.0,383346904.0,1500000000.0,-1116653096.0,383346904.0
- Công ty CP BOT QL13 An Lộc-Hoa Lư,- Công ty CP BOT QL13 An Lộc-Hoa Lư,- Công ty CP BOT QL13 An Lộc-Hoa Lư,23.082.813.181,(23.082.813.181),-,23.082.813.181,(23.082.813.181),-,23082813181.0,-23082813181.0,,23082813181.0,-23082813181.0,
- Công ty CP Đầu tư Vĩnh Sơn,- Công ty CP Đầu tư Vĩnh Sơn,- Công ty CP Đầu tư Vĩnh Sơn,51.808.000.000,(9.546.693.319),42.261.306.681,51.808.000.000,(9.406.549.101),38.620.832.580,51808000000.0,-9546693319.0,42261306681.0,51808000000.0,-9406549101.0,38620832580.0
- Công ty CP Vi sinh Việt Mỹ,- Công ty CP Vi sinh Việt Mỹ,- Công ty CP Vi sinh Việt Mỹ,4.176.773.239,(531.933.901),3.644.839.338,4.176.773.239,(531.933.901),3.644.839.338,4176773239.0,-531933901.0,3644839338.0,4176773239.0,-531933901.0,3644839338.0
- Công ty CP Địa Ốc MB (i),- Công ty CP Địa Ốc MB (i),- Công ty CP Địa Ốc MB (i),600.000.000,-,-,600.000.000,-,-,600000000.0,,,600000000.0,,
- Công ty CP Mía đường Thanh Hóa (i),- Công ty CP Mía đường Thanh Hóa (i),- Công ty CP Mía đường Thanh Hóa (i),4.897.408.624,-,-,4.897.408.624,-,-,4897408624.0,,,4897408624.0,,
- Công ty CP Tuấn Lộc Quảng Trị (i),- Công ty CP Tuấn Lộc Quảng Trị (i),- Công ty CP Tuấn Lộc Quảng Trị (i),3.000.000.000,-,-,3.000.000.000,-,-,3000000000.0,,,3000000000.0,,
- Công ty CP CB Gỗ XK Địa Ốc Cao su (i),- Công ty CP CB Gỗ XK Địa Ốc Cao su (i),- Công ty CP CB Gỗ XK Địa Ốc Cao su (i),303.998.714,-,-,303.998.714,-,-,303998714.0,,,303998714.0,,
- Công ty Cổ phần Phú Việt Tín (i),- Công ty Cổ phần Phú Việt Tín (i),- Công ty Cổ phần Phú Việt Tín (i),12.500.000.000,-,-,12.500.000.000,-,-,12500000000.0,,,12500000000.0,,
- Công ty CP Đầu tư Sài Gòn VRG (i),- Công ty CP Đầu tư Sài Gòn VRG (i),- Công ty CP Đầu tư Sài Gòn VRG (i),91.001.763.420,-,-,91.001.763.420,-,-,91001763420.0,,,91001763420.0,,
- Công ty CP Phân vi sinh Quảng Trị (i),- Công ty CP Phân vi sinh Quảng Trị (i),- Công ty CP Phân vi sinh Quảng Trị (i),2.000.000.000,-,-,2.000.000.000,-,-,2000000000.0,,,2000000000.0,,
- Công ty Đầu tư Phát triển VRG Long Thành (i),- Công ty Đầu tư Phát triển VRG Long Thành (i),- Công ty Đầu tư Phát triển VRG Long Thành (i),-,-,-,33.028.561.253,-,-,,,,33028561253.0,,
