row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2023 VND,01/01/2023 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2023 VND,numeric__01/01/2023 VND
D. VỐN CHỦ SỞ HỮU (400 = 410),D. VỐN CHỦ SỞ HỮU (400 = 410),D. VỐN CHỦ SỞ HỮU (400 = 410),400,5.25,54.977.202.916.058,53.515.557.543.466,400.0,525.0,54977202916058.0,53515557543466.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,,54.936.297.729.629,53.443.146.128.753,410.0,,54936297729629.0,53443146128753.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,40.000.000.000.000,40.000.000.000.000,411.0,,40000000000000.0,40000000000000.0
- Cổ phiếu phố thông có quyền biểu quyết,- Cổ phiếu phố thông có quyền biểu quyết,- Cổ phiếu phố thông có quyền biểu quyết,411a,,40.000.000.000.000,40.000.000.000.000,,,40000000000000.0,40000000000000.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,,325.832.755.422,198.838.391.619,412.0,,325832755422.0,198838391619.0
3. Vốn khác của chủ sở hữu,3. Vốn khác của chủ sở hữu,3. Vốn khác của chủ sở hữu,414,,10.591.031.002,10.591.031.002,414.0,,10591031002.0,10591031002.0
4. Cổ phiếu quỹ,4. Cổ phiếu quỹ,4. Cổ phiếu quỹ,415,,(959.534.010),(959.568.311),415.0,,-959534010.0,-959568311.0
5. Chênh lệch đánh giá lại tài sản,5. Chênh lệch đánh giá lại tài sản,5. Chênh lệch đánh giá lại tài sản,416,,(1.574.186.166.104),(1.574.186.166.104),416.0,,-1574186166104.0,-1574186166104.0
6. Chênh lệch tỷ giá hối doái,6. Chênh lệch tỷ giá hối doái,6. Chênh lệch tỷ giá hối doái,417,,460.661.081.422,253.777.611.514,417.0,,460661081422.0,253777611514.0
7. Quỹ đầu tư phát triển,7. Quỹ đầu tư phát triển,7. Quỹ đầu tư phát triển,418,,5.408.494.473.494,5.089.160.674.135,418.0,,5408494473494.0,5089160674135.0
8. Qũy khác thuộc vốn chủ sở hữu,8. Qũy khác thuộc vốn chủ sở hữu,8. Qũy khác thuộc vốn chủ sở hữu,420,,252.909.421,252.909.421,420.0,,252909421.0,252909421.0
9. Lợi nhuận sau thuế chưa phân phối,9. Lợi nhuận sau thuế chưa phân phối,9. Lợi nhuận sau thuế chưa phân phối,421,,5.187.395.112.271,5.020.241.316.983,421.0,,5187395112271.0,5020241316983.0
- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,2.564.219.921.978,1.138.360.107.350,,,2564219921978.0,1138360107350.0
- Lợi nhuận sau thuế chưa phân phối kỳ này,- Lợi nhuận sau thuế chưa phân phối kỳ này,- Lợi nhuận sau thuế chưa phân phối kỳ này,421b,,2.623.175.190.293,3.881.881.209.633,,,2623175190293.0,3881881209633.0
10. Lợi ích cổ đông không kiểm soát,10. Lợi ích cổ đông không kiểm soát,10. Lợi ích cổ đông không kiểm soát,429,,5.118.216.066.711,4.445.429.928.494,429.0,,5118216066711.0,4445429928494.0
II. Nguồn kinh phí và quỹ khác,II. Nguồn kinh phí và quỹ khác,II. Nguồn kinh phí và quỹ khác,430,5.26,40.905.186.429,72.411.414.713,430.0,526.0,40905186429.0,72411414713.0
1. Nguồn kinh phí,1. Nguồn kinh phí,1. Nguồn kinh phí,431,,(53.804.697.590),(39.714.829.908),431.0,,-53804697590.0,-39714829908.0
2. Nguồn kinh phí đã hình thành tài sản cổ định,2. Nguồn kinh phí đã hình thành tài sản cổ định,2. Nguồn kinh phí đã hình thành tài sản cổ định,432,,94.709.884.019,112.126.244.621,432.0,,94709884019.0,112126244621.0
TỔNG CỘNG NGUỒN VỐN (440 = 300+400),TỔNG CỘNG NGUỒN VỐN (440 = 300+400),TỔNG CỘNG NGUỒN VỐN (440 = 300+400),440,,78.062.093.620.098,78.447.873.682.328,440.0,,78062093620098.0,78447873682328.0
