row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
1.,1.,1.,Bảo lãnh vay vốn,39,63.886,30.089,,39.0,63886.0,30089.0
2.,2.,2.,Cam kết giao dịch hồi đoái,39,15.898.784,13.754.686,,39.0,15898784.0,13754686.0
2.,2.,2.,Cam kết mua ngoại tệ,,65.680,848.566,,,65680.0,848566.0
2.,2.,2.,Cam kết bán ngoại tệ,,397.853,613.719,,,397853.0,613719.0
2.,2.,2.,Cam kết giao dịch hoán đối,,15.435.251,12.292.401,,,15435251.0,12292401.0
3.,3.,3.,Cam kết trong nghiệp vụ L/C,39,72.956.592,26.204.623,,39.0,72956592.0,26204623.0
4.,4.,4.,Bảo lãnh khác,39,27.966.713,17.655.830,,39.0,27966713.0,17655830.0
5.,5.,5.,Lãi cho vay và phí phải thu chưa thu được,40,5.727.542,8.436.939,,40.0,5727542.0,8436939.0
6.,6.,6.,Nợ khó đòi đã xử lý,41,41.583.242,39.967.173,,41.0,41583242.0,39967173.0
7.,7.,7.,Tài sản và chứng từ khác,42,1.975.618,2.433.420,,42.0,1975618.0,2433420.0
