row_label_raw,row_label_full,"I. Tổng số cán bộ, nhân viên bình quân trong năm(người)",Năm nay > 6.550,Năm trước > 6.227,numeric__Năm nay > 6.550,numeric__Năm trước > 6.227
"II. Thu nhập của cán bộ, công nhân viên","II. Thu nhập của cán bộ, công nhân viên","II. Thu nhập của cán bộ, công nhân viên","II. Thu nhập của cán bộ, công nhân viên","II. Thu nhập của cán bộ, công nhân viên",,
1. Tổng thu nhập (triệu VND),"II. Thu nhập của cán bộ, công nhân viên > 1. Tổng thu nhập (triệu VND)",1. Tổng thu nhập (triệu VND),2.505.239,2.285.888,2505239.0,2285888.0
2. Thu nhập bình quân hàng tháng (triệuVND/người),"II. Thu nhập của cán bộ, công nhân viên > 2. Thu nhập bình quân hàng tháng (triệuVND/người)",2. Thu nhập bình quân hàng tháng (triệuVND/người),"31,87","30,59",31.87,30.59
