row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,Triệu VND,Triệu VND,,
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,3.390.681,1.500.108,3390681.0,1500108.0
- Thu từ dịch vụ thanh toán,- Thu từ dịch vụ thanh toán,- Thu từ dịch vụ thanh toán,2.950.405,1.105.217,2950405.0,1105217.0
- Thu từ nghiệp vụ ủy thác và đại lý,- Thu từ nghiệp vụ ủy thác và đại lý,- Thu từ nghiệp vụ ủy thác và đại lý,149.711,89.940,149711.0,89940.0
"- Thu từ cung ứng dịch vụ báo quản tài sản, cho thuê tủ kết","- Thu từ cung ứng dịch vụ báo quản tài sản, cho thuê tủ kết","- Thu từ cung ứng dịch vụ báo quản tài sản, cho thuê tủ kết",110.245,166.852,110245.0,166852.0
- Thu khác,- Thu khác,- Thu khác,180.320,138.099,180320.0,138099.0
Chi phí cho hoạt động dịch vụ,Chi phí cho hoạt động dịch vụ,Chi phí cho hoạt động dịch vụ,(190.966),(252.508),-190966.0,-252508.0
- Chi về dịch vụ thanh toán,- Chi về dịch vụ thanh toán,- Chi về dịch vụ thanh toán,(39.107),(75.917),-39107.0,-75917.0
- Cước phí bưu điện về mạng viễn thông,- Cước phí bưu điện về mạng viễn thông,- Cước phí bưu điện về mạng viễn thông,(52.246),(68.599),-52246.0,-68599.0
- Chi về hoạt động ngân quỹ,- Chi về hoạt động ngân quỹ,- Chi về hoạt động ngân quỹ,(33.947),(56.358),-33947.0,-56358.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,(65.666),(51.634),-65666.0,-51634.0
,,,3.199.715,1.247.600,3199715.0,1247600.0
