row_label_raw,row_label_full,col_0,Chứng khoán đầu tưsản sàng để bán,Chứng khoán đầu tưsản sàng để bán_1,Chứng khoán đầu tưsản sàng để bán_2,Chứng khoán đầu tưgiữ đến ngày đáo hạn,Chứng khoán đầu tưgiữ đến ngày đáo hạn_1,Tổng cộng,numeric__Chứng khoán đầu tưsản sàng để bán,numeric__Chứng khoán đầu tưsản sàng để bán_1,numeric__Chứng khoán đầu tưsản sàng để bán_2,numeric__Chứng khoán đầu tưgiữ đến ngày đáo hạn,numeric__Chứng khoán đầu tưgiữ đến ngày đáo hạn_1,numeric__Tổng cộng
,,,Dự phòngchung,Dự phòngcụ thế,Dự phònggiảm giá,Dự phòngchung,Dự phòng cụthe,Tổng cộng,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,Triệu VND,,,,,,
Số dư đầu năm(Hoàn nhập) trongnăm,Số dư đầu năm(Hoàn nhập) trongnăm,Số dư đầu năm(Hoàn nhập) trongnăm,64.010(28.937),933(933),384(88),-,368.575(368.575),433.902(398.533),,,,,,
Số dư cuối năm,Số dư đầu năm(Hoàn nhập) trongnăm > Số dư cuối năm,Số dư cuối năm,35.073,-,296,-,-,35.369,35073.0,,296.0,,,35369.0
