row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng
,,,Trên 03 tháng,Đến 03 tháng,Đến 01 tháng,Từ 01-03 tháng,Từ 03-12 tháng,Từ 01-05 năm,Trên 05 năm,Tổng,,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
Tiền mặt,Tài sản > Tiền mặt,Tiền mặt,-,-,1.973.127,-,-,-,-,1.973.127,,,1973127.0,,,,,1973127.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,33.023.671,-,-,-,-,33.023.671,,,33023671.0,,,,,33023671.0
Tiền gửi và cho vay các TCTD khác (*),Tài sản > Tiền gửi và cho vay các TCTD khác (*),Tiền gửi và cho vay các TCTD khác (*),-,-,126.918.220,16.103.542,60.000,58.360,-,143.140.122,,,126918220.0,16103542.0,60000.0,58360.0,,143140122.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,205.326,-,-,-,-,205.326,,,205326.0,,,,,205326.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),13.302.701,3.718.721,24.971.563,52.930.307,152.143.263,241.645.934,112.709.763,601.422.252,13302701.0,3718721.0,24971563.0,52930307.0,152143263.0,241645934.0,112709763.0,601422252.0
Chứng khoán đầu tư (*),Tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),-,-,299.852,300.000,3.813.214,11.053.530,12.868.798,28.335.394,,,299852.0,300000.0,3813214.0,11053530.0,12868798.0,28335394.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,3.702.212,3.702.212,,,,,,,3702212.0,3702212.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,1.683.444,53,1.943,132.792,3.716.675,5.534.907,,,1683444.0,53.0,1943.0,132792.0,3716675.0,5534907.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),7.850,-,17.944.650,20.645.719,38.643.638,124.540,39,77.366.436,7850.0,,17944650.0,20645719.0,38643638.0,124540.0,39.0,77366436.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,13.310.551,3.718.721,207.019.853,89.979.621,194.662.058,253.015.156,132.997.487,894.703.447,13310551.0,3718721.0,207019853.0,89979621.0,194662058.0,253015156.0,132997487.0,894703447.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Các khoản nợ Chính phủ và NHNN,Nợ phải trả > Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,-,-,5.127.720,10.259.435,1.166.402,-,-,16.553.557,,,5127720.0,10259435.0,1166402.0,,,16553557.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,116.975.314,21.184.224,8.691.455,560.504,77.163,147.488.660,,,116975314.0,21184224.0,8691455.0,560504.0,77163.0,147488660.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,123.410.039,89.307.361,185.588.809,169.348.150,654,567.655.013,,,123410039.0,89307361.0,185588809.0,169348150.0,654.0,567655013.0
Công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Công cụ tài chính phải sinh và các khoản nợ tài chính khác,Công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,-,2.565,62.181,-,-,64.746,,,,2565.0,62181.0,,,64746.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,225.570,29.277,172.820,15.076.955,299.901,15.804.523,,,225570.0,29277.0,172820.0,15076955.0,299901.0,15804523.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,846.742,3.135.774,19.838.846,15.907.663,13.367.600,53.096.625,,,846742.0,3135774.0,19838846.0,15907663.0,13367600.0,53096625.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,17.282.643,-,-,-,-,17.282.643,,,17282643.0,,,,,17282643.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,263.868.028,123.918.636,215.520.513,200.893.272,13.745.318,817.945.767,,,263868028.0,123918636.0,215520513.0,200893272.0,13745318.0,817945767.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,13.310.551,3.718.721,(56.848.175),(33.939.015),(20.858.455),52.121.884,119.252.169,76.757.680,13310551.0,3718721.0,-56848175.0,-33939015.0,-20858455.0,52121884.0,119252169.0,76757680.0
