row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,Triệu VND,Triệu VND,,
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",86.144,79.370,86144.0,79370.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,3.281.279,3.006.322,3281279.0,3006322.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,630.862,570.235,630862.0,570235.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Chi phí khấu hao tài sản cố định,Trong đó: > - Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,132.281,109.720,132281.0,109720.0
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,1.678.078,1.436.762,1678078.0,1436762.0
Chi nộp phí bảo hiểm tiền gửi của khách hàng,Trong đó: > Chi nộp phí bảo hiểm tiền gửi của khách hàng,Chi nộp phí bảo hiểm tiền gửi của khách hàng,576.611,499.009,576611.0,499009.0
(Hoàn nhập)/Trích lập chi phí dự phòng (không bao gồm chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng rủi ro chứng khoán),Trong đó: > (Hoàn nhập)/Trích lập chi phí dự phòng (không bao gồm chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng rủi ro chứng khoán),(Hoàn nhập)/Trích lập chi phí dự phòng (không bao gồm chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng rủi ro chứng khoán),(336),149,-336.0,149.0
,,,6.252.638,5.591.847,6252638.0,5591847.0
