row_label_raw,row_label_full,col_0,Không chịu lãi,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Trong hạn_5,Tổng,numeric__Không chịu lãi,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Trong hạn_5,numeric__Tổng
,,,Không chịu lãi,Trên 03tháng,Đến 03tháng,Đến 01tháng,Từ 01-03tháng,Từ 03-06tháng,Từ 06-12tháng,Từ 01-05năm,Trên 05năm,Tổng,,,,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,,,
Tiền mật,Tài sản > Tiền mật,Tiền mật,1.973.127,-,-,-,-,-,-,-,-,1.973.127,1973127.0,,,,,,,,,1973127.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,33.023.671,-,-,-,-,-,-,-,-,33.023.671,33023671.0,,,,,,,,,33023671.0
Tiền gửi và cho vay các TCTD khác (*),Tài sản > Tiền gửi và cho vay các TCTD khác (*),Tiền gửi và cho vay các TCTD khác (*),-,-,-,126.918.220,16.103.542,-,60.000,58.360,-,143.140.122,,,,126918220.0,16103542.0,,60000.0,58360.0,,143140122.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,140.580,-,-,-,-,-,-,-,-,140.580,140580.0,,,,,,,,,140580.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),-,13.302.701,3.718.721,169.760.332,355.169.990,27.477.637,22.064.026,8.964.550,964.295,601.422.252,,13302701.0,3718721.0,169760332.0,355169990.0,27477637.0,22064026.0,8964550.0,964295.0,601422252.0
Chủng khoán đầu tư (*),Tài sản > Chủng khoán đầu tư (*),Chủng khoán đầu tư (*),28.658,-,-,299.852,300.000,6.481.647,2.008.021,6.377.076,12.840.140,28.335.394,28658.0,,,299852.0,300000.0,6481647.0,2008021.0,6377076.0,12840140.0,28335394.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",3.702.212,-,-,-,-,-,-,-,-,3.702.212,3702212.0,,,,,,,,,3702212.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,5.534.907,-,-,-,-,-,-,-,-,5.534.907,5534907.0,,,,,,,,,5534907.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),77.358.586,7.850,-,-,-,-,-,-,-,77.366.436,77358586.0,7850.0,,,,,,,,77366436.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,121.761.741,13.310.551,3.718.721,296.978.404,371.573.532,33.959.284,24.132.047,15.399.986,13.804.435,894.638.701,121761741.0,13310551.0,3718721.0,296978404.0,371573532.0,33959284.0,24132047.0,15399986.0,13804435.0,894638701.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,
Các khoản nợ Chính phủ và NHNN,Nợ phải trả > Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,-,-,-,5.127.721,10.259.434,-,1.166.402,-,-,16.553.557,,,,5127721.0,10259434.0,,1166402.0,,,16553557.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,-,116.975.313,21.622.311,6.181.114,2.072.255,560.504,77.163,147.488.660,,,,116975313.0,21622311.0,6181114.0,2072255.0,560504.0,77163.0,147488660.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,-,136.793.148,115.134.508,170.053.778,124.532.413,21.141.023,143,567.655.013,,,,136793148.0,115134508.0,170053778.0,124532413.0,21141023.0,143.0,567655013.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,-,225.571,7.910.877,6.619.272,121.547,627.355,299.901,15.804.523,,,,225571.0,7910877.0,6619272.0,121547.0,627355.0,299901.0,15804523.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,6.504.520,10.377.545,25.057.558,11.157.002,-,-,53.096.625,,,,6504520.0,10377545.0,25057558.0,11157002.0,,,53096625.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,17.282.643,-,-,-,-,-,-,-,-,17.282.643,17282643.0,,,,,,,,,17282643.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,17.282.643,-,-,265.626.273,165.304.675,207.911.722,139.049.619,22.328.882,377.207,817.881.021,17282643.0,,,265626273.0,165304675.0,207911722.0,139049619.0,22328882.0,377207.0,817881021.0
Mức chênh nhạy cảm với lãi suất nội bảng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội bảng,Mức chênh nhạy cảm với lãi suất nội bảng,104.479.098,13.310.551,3.718.721,31.352.131,206.268.857,(173.952.438),(114.917.572),(6.928.896),13.427.228,76.757.680,104479098.0,13310551.0,3718721.0,31352131.0,206268857.0,-173952438.0,-114917572.0,-6928896.0,13427228.0,76757680.0
Các cam kết ngoại bảng có tác động tối mức độ nhạy cảm với lãi suất của các tài sản và công nợ,Nợ phải trả > Các cam kết ngoại bảng có tác động tối mức độ nhạy cảm với lãi suất của các tài sản và công nợ,Các cam kết ngoại bảng có tác động tối mức độ nhạy cảm với lãi suất của các tài sản và công nợ,230,-,-,-,-,-,-,-,-,230,230.0,,,,,,,,,230.0
"Mức chênh nhạy cảm với lãi suất nội, ngoại bảng","Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội, ngoại bảng","Mức chênh nhạy cảm với lãi suất nội, ngoại bảng",104.479.328,13.310.551,3.718.721,31.352.131,206.268.857,(173.952.438),(114.917.572),(6.928.896),13.427.228,76.757.910,104479328.0,13310551.0,3718721.0,31352131.0,206268857.0,-173952438.0,-114917572.0,-6928896.0,13427228.0,76757910.0
