row_label_raw,row_label_full,col_0,Tổng dư nợ chovay,Tổng tiền gửi,Các cam kếttín dụng,Công cụ tài chính phải sinh (Chênh lệch Dư Nợ- Dư Có),Kinh doanh và đầu tư chứng khoán (Chênh lệch dư nợ - dư có),numeric__Tổng dư nợ chovay,numeric__Tổng tiền gửi,numeric__Các cam kếttín dụng,numeric__Công cụ tài chính phải sinh (Chênh lệch Dư Nợ- Dư Có),numeric__Kinh doanh và đầu tư chứng khoán (Chênh lệch dư nợ - dư có)
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Trong nước,Trong nước,Trong nước,612.422.447,703.443.302,100.987.191,140.580,28.335.394,612422447.0,703443302.0,100987191.0,140580.0,28335394.0
Nước ngoài,Nước ngoài,Nước ngoài,-,704.101,-,-,-,,704101.0,,,
,,,612.422.447,704.147.403,100.987.191,140.580,28.335.394,612422447.0,704147403.0,100987191.0,140580.0,28335394.0
