row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Dự án Tổ hợp Văn phòng Thương mại Khách sạn và Nhà ở - Số 1 Đại lộ Thắng Long,Dự án Tổ hợp Văn phòng Thương mại Khách sạn và Nhà ở - Số 1 Đại lộ Thắng Long,Dự án Tổ hợp Văn phòng Thương mại Khách sạn và Nhà ở - Số 1 Đại lộ Thắng Long,333.968.698.370,333.968.698.370,333968698370.0,333968698370.0
"Dự án Đầu tư xây dựng Khu dịch vụ, nhà ở công nhân Khu công nghiệp Đồng Văn IV","Dự án Đầu tư xây dựng Khu dịch vụ, nhà ở công nhân Khu công nghiệp Đồng Văn IV","Dự án Đầu tư xây dựng Khu dịch vụ, nhà ở công nhân Khu công nghiệp Đồng Văn IV",250.755.149.738,156.566.334.475,250755149738.0,156566334475.0
"Dự án Khu nhà ở xã hội để bổ trí người lao động làm việc ở khu công nghiệp tại xã Đông Tiến, Yên Phong, Bắc Ninh","Dự án Khu nhà ở xã hội để bổ trí người lao động làm việc ở khu công nghiệp tại xã Đông Tiến, Yên Phong, Bắc Ninh","Dự án Khu nhà ở xã hội để bổ trí người lao động làm việc ở khu công nghiệp tại xã Đông Tiến, Yên Phong, Bắc Ninh",238.623.521.199,210.451.791.037,238623521199.0,210451791037.0
Dự án Khu nhà ở công nhân và chuyên gia Khu công nghiệp Đông Mai,Dự án Khu nhà ở công nhân và chuyên gia Khu công nghiệp Đông Mai,Dự án Khu nhà ở công nhân và chuyên gia Khu công nghiệp Đông Mai,183.414.811.875,58.780.666.680,183414811875.0,58780666680.0
Dự án Khu Đô thị Đăng Xá,Dự án Khu Đô thị Đăng Xá,Dự án Khu Đô thị Đăng Xá,144.095.828.645,107.324.037.781,144095828645.0,107324037781.0
Dự án Khu nhà ở xã hội cho cán bộ công nhân Khu công nghiệp Phú Hà,Dự án Khu nhà ở xã hội cho cán bộ công nhân Khu công nghiệp Phú Hà,Dự án Khu nhà ở xã hội cho cán bộ công nhân Khu công nghiệp Phú Hà,128.355.901.258,40.969.277.845,128355901258.0,40969277845.0
Dự án Khu nhà ở xã hội cho lao động làm việc trong Khu công nghiệp Yên Phong,Dự án Khu nhà ở xã hội cho lao động làm việc trong Khu công nghiệp Yên Phong,Dự án Khu nhà ở xã hội cho lao động làm việc trong Khu công nghiệp Yên Phong,103.443.464.533,22.822.344.598,103443464533.0,22822344598.0
Dự án Khu nhà ở thương mại Khu công nghiệp Yên Phong để hoàn trả vốn dự án đầu tư xây dựng tuyến đường phía Bắc (tuyến số 1) khu tổ hợp Samsung,Dự án Khu nhà ở thương mại Khu công nghiệp Yên Phong để hoàn trả vốn dự án đầu tư xây dựng tuyến đường phía Bắc (tuyến số 1) khu tổ hợp Samsung,Dự án Khu nhà ở thương mại Khu công nghiệp Yên Phong để hoàn trả vốn dự án đầu tư xây dựng tuyến đường phía Bắc (tuyến số 1) khu tổ hợp Samsung,37.317.412.436,39.006.588.800,37317412436.0,39006588800.0
"Dự án Đầu tư xây dựng khu nhà ở xã hội tại ở đất CT3, CT4 Khu đô thị mới Kim Chung - Đông Anh","Dự án Đầu tư xây dựng khu nhà ở xã hội tại ở đất CT3, CT4 Khu đô thị mới Kim Chung - Đông Anh","Dự án Đầu tư xây dựng khu nhà ở xã hội tại ở đất CT3, CT4 Khu đô thị mới Kim Chung - Đông Anh",20.621.915.924,21.414.481.200,20621915924.0,21414481200.0
Các dự án khác,Các dự án khác,Các dự án khác,70.989.704.958,90.254.239.960,70989704958.0,90254239960.0
,,,1.511.586.408.936,1.081.558.460.746,1511586408936.0,1081558460746.0
