row_label_raw,row_label_full,a. Đầu tư nằm giữ đến ngày đáo hạn,Số cuối năm > Giá gốc > a. Đầu tư nằm giữ đến ngày đáo hạn,Số cuối năm > VND Giá trị ghi số > a. Đầu tư nằm giữ đến ngày đáo hạn,Số đầu năm > Giá gốc > a. Đầu tư nằm giữ đến ngày đáo hạn,Số đầu năm > VND Giá trị ghi số > a. Đầu tư nằm giữ đến ngày đáo hạn,numeric__Số cuối năm > Giá gốc > a. Đầu tư nằm giữ đến ngày đáo hạn,numeric__Số cuối năm > VND Giá trị ghi số > a. Đầu tư nằm giữ đến ngày đáo hạn,numeric__Số đầu năm > Giá gốc > a. Đầu tư nằm giữ đến ngày đáo hạn,numeric__Số đầu năm > VND Giá trị ghi số > a. Đầu tư nằm giữ đến ngày đáo hạn
a1) Ngắn hạn,a1) Ngắn hạn,a1) Ngắn hạn,5.000.000.000,5.000.000.000,2.500.000.000,2.500.000.000,5000000000.0,5000000000.0,2500000000.0,2500000000.0
Tiền gửi có kỳ hạn gốc trên 03 tháng và kỳ hạn còn lại không quá 12 tháng,Tiền gửi có kỳ hạn gốc trên 03 tháng và kỳ hạn còn lại không quá 12 tháng,Tiền gửi có kỳ hạn gốc trên 03 tháng và kỳ hạn còn lại không quá 12 tháng,5.000.000.000,5.000.000.000,2.500.000.000,2.500.000.000,5000000000.0,5000000000.0,2500000000.0,2500000000.0
a2) Dài hạn,a2) Dài hạn,a2) Dài hạn,82.300.000,82.300.000,82.300.000,82.300.000,82300000.0,82300000.0,82300000.0,82300000.0
Các khoản đầu tư khác,Các khoản đầu tư khác,Các khoản đầu tư khác,82.300.000,82.300.000,82.300.000,82.300.000,82300000.0,82300000.0,82300000.0,82300000.0
