row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,33,5.384.372.147.106,6.306.489.855.568,,1.0,33.0,5384372147106.0,6306489855568.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,33,47.304.616.488,1.192.096.294,,2.0,33.0,47304616488.0,1192096294.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,5.337.067.530.618,6.305.297.759.274,,10.0,,5337067530618.0,6305297759274.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,34,3.119.428.938.610,4.050.089.640.489,,11.0,34.0,3119428938610.0,4050089640489.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,2.217.638.592.008,2.255.208.118.785,,20.0,,2217638592008.0,2255208118785.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,36,330.769.115.472,185.666.673.793,,21.0,36.0,330769115472.0,185666673793.0
7.,7.,7.,Chi phí tài chính,22,37,18.913.244.922,74.564.544.490,,22.0,37.0,18913244922.0,74564544490.0
,,,- Trong đó: Chi phí lãi vay,23,,13.288.725.966,10.638.356.367,,23.0,,13288725966.0,10638356367.0
8.,8.,8.,Chi phí bán hàng,25,38,170.129.914.520,211.756.014.066,,25.0,38.0,170129914520.0,211756014066.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,38,434.866.021.778,493.124.250.658,,26.0,38.0,434866021778.0,493124250658.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,1.924.498.526.260,1.661.429.983.364,,30.0,,1924498526260.0,1661429983364.0
11.,11.,11.,Thu nhập khác,31,,34.308.538.825,65.259.996.016,,31.0,,34308538825.0,65259996016.0
12.,12.,12.,Chi phí khác,32,,47.672.857.472,16.791.851.940,,32.0,,47672857472.0,16791851940.0
13.,13.,13.,(Lỗ)/lợi nhuận khác (40=31-32),40,,(13.364.318.647),48.468.144.076,,40.0,,-13364318647.0,48468144076.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.911.134.207.613,1.709.898.127.440,,50.0,,1911134207613.0,1709898127440.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,39,336.694.960.266,314.011.179.543,,51.0,39.0,336694960266.0,314011179543.0
16.,16.,16.,(Thu nhập) thuế thu nhập doanh nghiệp hoãn lại,52,17,(3.543.870.950),(2.116.228.119),,52.0,17.0,-3543870950.0,-2116228119.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,1.577.983.118.297,1.398.003.176.016,,60.0,,1577983118297.0,1398003176016.0
