row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2023VND,2022VND,,,,
,,,LƯU CHUYÊN TIẾN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIẾN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIẾN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIẾN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,Mãsố > 31,31,Tiền thu từ phát hành cổ phiếu và tăng vốn công ty con,,-,250.941.290.000,,,,250941290000.0
32,Mãsố > 32,32,Chi trả vốn góp cho các chủ sở hữu,,(15.000.000),-,,,-15000000.0,
33,Mãsố > 33,33,Tiền thu từ đi vay,25,4.876.386.461.232,30.149.637.083.585,,25.0,4876386461232.0,30149637083585.0
34,Mãsố > 34,34,Tiền chi trả nợ gốc vay,,(9.586.061.924.937),(28.037.455.868.769),,,-9586061924937.0,-28037455868769.0
36,Mãsố > 36,36,"Tiền chi trả cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(25.239.053),(1.081.850),,,-25239053.0,-1081850.0
40,Mãsố > 40,40,Lưu chuyển thuần từ hoạt động tài chính,,(4.709.715.702.758),2.363.121.422.966,,,-4709715702758.0,2363121422966.0
50,Mãsố > 50,50,Lưu chuyển tiền thuần trong năm,,(5.187.648.857.368),(8.648.941.459.312),,,-5187648857368.0,-8648941459312.0
60,Mãsố > 60,60,Tiền và tương đương tiền đầu năm,4,8.600.170.523.502,17.249.156.145.556,,4.0,8600170523502.0,17249156145556.0
61,Mãsố > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,2.770.590,(44.162.742),,,2770590.0,-44162742.0
70,Mãsố > 70,70,Tiền và tương đương tiền cuối năm,4,3.412.524.436.724,8.600.170.523.502,,4.0,3412524436724.0,8600170523502.0
