row_label_raw,row_label_full,col_0,31.12.2023VND,31.12.2022VND,numeric__31.12.2023VND,numeric__31.12.2022VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,
Credit Suisse AG - Chi nhánh Singapore (i),Vay ngắn hạn > Credit Suisse AG - Chi nhánh Singapore (i),Credit Suisse AG - Chi nhánh Singapore (i),1.777.908.179.599,1.905.280.000.000,1777908179599.0,1905280000000.0
Ngân hàng TMCP Công Thương Việt Nam (ii),Vay ngắn hạn > Ngân hàng TMCP Công Thương Việt Nam (ii),Ngân hàng TMCP Công Thương Việt Nam (ii),542.800.000.000,64.600.000.000,542800000000.0,64600000000.0
Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland (iii),Vay ngắn hạn > Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland (iii),Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland (iii),195.360.000.000,-,195360000000.0,
Maybank International Labuan Branch (iii),Vay ngắn hạn > Maybank International Labuan Branch (iii),Maybank International Labuan Branch (iii),195.360.000.000,-,195360000000.0,
Deutsche Investitions-und Entwicklungsgesellschaft mbH (iv),Vay ngắn hạn > Deutsche Investitions-und Entwicklungsgesellschaft mbH (iv),Deutsche Investitions-und Entwicklungsgesellschaft mbH (iv),139.542.854.352,67.799.998.644,139542854352.0,67799998644.0
The Hongkong and Shanghai Banking Corporation Limited - Chi nhánh Singapore (v),Vay ngắn hạn > The Hongkong and Shanghai Banking Corporation Limited - Chi nhánh Singapore (v),The Hongkong and Shanghai Banking Corporation Limited - Chi nhánh Singapore (v),138.339.300.000,189.840.000.000,138339300000.0,189840000000.0
Ngân hàng TNHH Một thành viên HSBC (Việt Nam) (vi),Vay ngắn hạn > Ngân hàng TNHH Một thành viên HSBC (Việt Nam) (vi),Ngân hàng TNHH Một thành viên HSBC (Việt Nam) (vi),122.600.000.000,-,122600000000.0,
Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh 1 (iii),Vay ngắn hạn > Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh 1 (iii),Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh 1 (iii),9.200.000.000,-,9200000000.0,
Ngân hàng TMCP Ngoại Thương Việt Nam - Chi nhánh TP HCM (i),Vay ngắn hạn > Ngân hàng TMCP Ngoại Thương Việt Nam - Chi nhánh TP HCM (i),Ngân hàng TMCP Ngoại Thương Việt Nam - Chi nhánh TP HCM (i),7.637.500.000,13.512.500.000,7637500000.0,13512500000.0
Ngân hàng TMCP Phát Triển Nhà TP HCM - Hội sở (iv),Vay ngắn hạn > Ngân hàng TMCP Phát Triển Nhà TP HCM - Hội sở (iv),Ngân hàng TMCP Phát Triển Nhà TP HCM - Hội sở (iv),100.000.000,100.000.000,100000000.0,100000000.0
Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,Vay ngắn hạn > Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,-,500.080.000.000,,500080000000.0
Ngân hàng TMCP Việt Nam Thịnh Vượng - Chi nhánh Hồ Chí Minh,Vay ngắn hạn > Ngân hàng TMCP Việt Nam Thịnh Vượng - Chi nhánh Hồ Chí Minh,Ngân hàng TMCP Việt Nam Thịnh Vượng - Chi nhánh Hồ Chí Minh,-,205.500.000.000,,205500000000.0
Ngân hàng TMCP Quân Đội - Chi nhánh Bắc Sài Gòn (vii),Vay ngắn hạn > Ngân hàng TMCP Quân Đội - Chi nhánh Bắc Sài Gòn (vii),Ngân hàng TMCP Quân Đội - Chi nhánh Bắc Sài Gòn (vii),-,150.000.000.000,,150000000000.0
Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,Vay ngắn hạn > Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,-,147.880.920.900,,147880920900.0
Ngân hàng TMCP Ngoại Thương Việt Nam - Chi nhánh Nam Sài Gòn,Vay ngắn hạn > Ngân hàng TMCP Ngoại Thương Việt Nam - Chi nhánh Nam Sài Gòn,Ngân hàng TMCP Ngoại Thương Việt Nam - Chi nhánh Nam Sài Gòn,-,137.206.819.674,,137206819674.0
Ngân hàng TMCP Ngoại Thương Việt Nam - Chi nhánh Nam Sài Gòn,Vay ngắn hạn > Ngân hàng TMCP Ngoại Thương Việt Nam - Chi nhánh Nam Sài Gòn,Ngân hàng TMCP Ngoại Thương Việt Nam - Chi nhánh Nam Sài Gòn,-,6.581.250.000,,6581250000.0
,,,3.128.847.833.951,3.388.381.489.218,3128847833951.0,3388381489218.0
