row_label_raw,row_label_full,"Credit Suisse AG, Chi nhánh Singapore (xxvii)",7.291.812.000.000,7.085.778.000.000,numeric__7.291.812.000.000,numeric__7.085.778.000.000
Công ty Cổ phần Chứng khoán SSI (xxviii),Công ty Cổ phần Chứng khoán SSI (xxviii),Công ty Cổ phần Chứng khoán SSI (xxviii),-,4.620.000.000.000,,4620000000000.0
Công ty Cổ phần Chứng khoán Tiên Phong (xxv),Công ty Cổ phần Chứng khoán Tiên Phong (xxv),Công ty Cổ phần Chứng khoán Tiên Phong (xxv),1.440.000.000.000,1.440.000.000.000,1440000000000.0,1440000000000.0
Công ty Cổ phần Chứng khoán Kỹ Thương (xix),Công ty Cổ phần Chứng khoán Kỹ Thương (xix),Công ty Cổ phần Chứng khoán Kỹ Thương (xix),1.300.000.000.000,-,1300000000000.0,
Công ty Cổ phần Chứng khoán Dầu khí (xiv),Công ty Cổ phần Chứng khoán Dầu khí (xiv),Công ty Cổ phần Chứng khoán Dầu khí (xiv),1.290.635.159.119,1.500.000.000.000,1290635159119.0,1500000000000.0
Công ty Cổ phần Chứng khoán SSI (xxviii),Công ty Cổ phần Chứng khoán SSI (xxviii),Công ty Cổ phần Chứng khoán SSI (xxviii),-,1.154.000.000.000,,1154000000000.0
Công ty Cổ phần Chứng khoán Dầu khí (xxii),Công ty Cổ phần Chứng khoán Dầu khí (xxii),Công ty Cổ phần Chứng khoán Dầu khí (xxii),1.099.900.000.000,650.000.000.000,1099900000000.0,650000000000.0
Công ty Cổ phần Chứng khoán MB (viii),Công ty Cổ phần Chứng khoán MB (viii),Công ty Cổ phần Chứng khoán MB (viii),1.040.000.000.000,1.405.000.000.000,1040000000000.0,1405000000000.0
Công ty Cổ phần Chứng khoán Dầu khí (xxix),Công ty Cổ phần Chứng khoán Dầu khí (xxix),Công ty Cổ phần Chứng khoán Dầu khí (xxix),999.800.000.000,1.000.000.000.000,999800000000.0,1000000000000.0
Công ty Cổ phần Chứng khoán MB (x),Công ty Cổ phần Chứng khoán MB (x),Công ty Cổ phần Chứng khoán MB (x),910.000.000.000,1.300.000.000.000,910000000000.0,1300000000000.0
Công ty Cổ phần Chứng khoán MB (xx),Công ty Cổ phần Chứng khoán MB (xx),Công ty Cổ phần Chứng khoán MB (xx),864.003.400.000,-,864003400000.0,
Công ty Cổ phần Chứng khoán MB (iii),Công ty Cổ phần Chứng khoán MB (iii),Công ty Cổ phần Chứng khoán MB (iii),800.000.000.000,1.400.000.000.000,800000000000.0,1400000000000.0
Công ty Cổ phần Chứng khoán Dầu khí (xxi),Công ty Cổ phần Chứng khoán Dầu khí (xxi),Công ty Cổ phần Chứng khoán Dầu khí (xxi),649.900.000.000,-,649900000000.0,
Công ty Cổ phần Chứng khoán MB (xxxii),Công ty Cổ phần Chứng khoán MB (xxxii),Công ty Cổ phần Chứng khoán MB (xxxii),500.000.000.000,1.000.000.000.000,500000000000.0,1000000000000.0
Công ty Cổ phần Chứng khoán Dầu khí (xxiv),Công ty Cổ phần Chứng khoán Dầu khí (xxiv),Công ty Cổ phần Chứng khoán Dầu khí (xxiv),249.900.000.000,-,249900000000.0,
Công ty Cổ phần Chứng khoán BIDV (xxx),Công ty Cổ phần Chứng khoán BIDV (xxx),Công ty Cổ phần Chứng khoán BIDV (xxx),225.000.000.000,250.000.000.000,225000000000.0,250000000000.0
Công ty Cổ phần Chứng khoán Thành Công (xxvi),Công ty Cổ phần Chứng khoán Thành Công (xxvi),Công ty Cổ phần Chứng khoán Thành Công (xxvi),125.000.000.000,-,125000000000.0,
Công ty TNHH Chứng khoán Yuanta (xxiii),Công ty TNHH Chứng khoán Yuanta (xxiii),Công ty TNHH Chứng khoán Yuanta (xxiii),88.338.800.000,-,88338800000.0,
Công ty Cổ phần Chứng khoán MB (xvi),Công ty Cổ phần Chứng khoán MB (xvi),Công ty Cổ phần Chứng khoán MB (xvi),80.000.000.000,200.000.000.000,80000000000.0,200000000000.0
Công ty Cổ phần Chứng khoán MB (xxxi),Công ty Cổ phần Chứng khoán MB (xxxi),Công ty Cổ phần Chứng khoán MB (xxxi),23.000.000.000,23.000.000.000,23000000000.0,23000000000.0
Công ty Cổ phần Chứng khoán MB (xviii),Công ty Cổ phần Chứng khoán MB (xviii),Công ty Cổ phần Chứng khoán MB (xviii),1.000.000.000,2.200.000.000,1000000000.0,2200000000.0
Công ty Cổ phần Chứng khoán BIDV (ix),Công ty Cổ phần Chứng khoán BIDV (ix),Công ty Cổ phần Chứng khoán BIDV (ix),-,500.000.000.000,,500000000000.0
