row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2023 VND,Tại ngày 31 tháng 12 năm > 2022 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2023 VND,numeric__Tại ngày 31 tháng 12 năm > 2022 VND
100,100,100,TÀI SẢN NGÁN HẠN,,191.154.819.021.853,198.114.675.000.040,,,191154819021853.0,198114675000040.0
110,110,110,Tiền và các khoản tương đương tiền,4,3.412.524.436.724,8.600.170.523.502,,4.0,3412524436724.0,8600170523502.0
111,111,111,Tiền,,1.713.759.213.836,2.995.981.999.775,,,1713759213836.0,2995981999775.0
112,112,112,Các khoản tương đương tiền,,1.698.765.222.888,5.604.188.523.727,,,1698765222888.0,5604188523727.0
120,120,120,Đầu tư tài chính ngắn hạn,,43.507.843.256,326.704.693.300,,,43507843256.0,326704693300.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,5(a),43.507.843.256,326.704.693.300,,,43507843256.0,326704693300.0
130,130,130,Các khoản phải thu ngắn hạn,,47.011.035.493.822,52.345.590.760.029,,,47011035493822.0,52345590760029.0
131,131,131,Phải thu ngắn hạn của khách hàng,6,2.837.441.207.038,2.939.651.051.997,,6.0,2837441207038.0,2939651051997.0
132,132,132,Trả trước cho người bán ngắn hạn,7,7.457.550.110.086,8.050.596.939.825,,7.0,7457550110086.0,8050596939825.0
135,135,135,Phải thu về cho vay ngắn hạn,8(a),6.602.402.331.194,4.466.826.766.847,,,6602402331194.0,4466826766847.0
136,136,136,Phải thu ngắn hạn khác,9(a),30.139.277.491.282,36.898.965.647.138,,,30139277491282.0,36898965647138.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,10(a),(25.635.645.778),(10.449.645.778),,,-25635645778.0,-10449645778.0
140,140,140,Hàng tồn kho,11(a),138.935.271.807.965,134.955.711.974.239,,,138935271807965.0,134955711974239.0
141,141,141,Hàng tồn kho,,139.096.217.236.865,134.957.802.212.263,,,139096217236865.0,134957802212263.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(160.945.428.900),(2.090.238.024),,,-160945428900.0,-2090238024.0
150,150,150,Tài sản ngắn hạn khác,,1.752.479.440.086,1.886.497.048.970,,,1752479440086.0,1886497048970.0
151,151,151,Chi phí trả trước ngắn hạn,12(a),273.503.248.516,282.520.835.553,,,273503248516.0,282520835553.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",20(a),1.216.505.939.331,1.340.790.392.817,,,1216505939331.0,1340790392817.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,20(a),262.470.252.239,263.185.820.600,,,262470252239.0,263185820600.0
