row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,1.998.881.691.550,3.982.066.348.032,,,1998881691550.0,3982066348032.0
02,02,02,"Khẩu hao tài sản cố định (""TSCĐ""), bất động sản đầu tư và phân bổ lợi thể thương mại",,1.106.459.385.516,(227.164.114.697),,,1106459385516.0,-227164114697.0
03,03,03,Các khoản dự phòng,,220.560.611.591,115.850.774.058,,,220560611591.0,115850774058.0
04,04,04,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,,552.276.871.342,492.288.608.560,,,552276871342.0,492288608560.0
05,05,05,Lãi từ hoạt động đầu tư,,(1.258.547.070.258),(2.616.317.564.495),,,-1258547070258.0,-2616317564495.0
06,06,06,Chi phí lãi vay và chi phí phát hành trải phiếu,34,357.075.251.918,954.042.877.413,,34.0,357075251918.0,954042877413.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,,2.976.706.741.660,2.700.766.928.871,,,2976706741660.0,2700766928871.0
09,09,09,Giảm/(tăng) các khoản phải thu,,11.750.687.223.303,(19.468.239.583.927),,,11750687223303.0,-19468239583927.0
10,10,10,Tăng hàng tồn kho,,(1.747.003.638.562),(10.443.588.459.744),,,-1747003638562.0,-10443588459744.0
11,11,11,(Giảm)/tăng các khoản phải trả,,(15.994.763.032.194),31.799.573.314.208,,,-15994763032194.0,31799573314208.0
12,12,12,Tăng chi phí trả trước,,(104.770.211.896),(768.503.964.840),,,-104770211896.0,-768503964840.0
14,14,14,Tiền lãi vay đã trả,,(4.091.267.220.638),(6.173.136.680.063),,,-4091267220638.0,-6173136680063.0
15,15,15,Thuế TNDN đã nộp,20,(416.079.525.176),(693.598.124.498),,20.0,-416079525176.0,-693598124498.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(7.626.489.663.504),(3.046.726.569.993),,,-7626489663504.0,-3046726569993.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(12.766.370.275),(293.935.317.230),,,-12766370275.0,-293935317230.0
22,22,22,"Tiền thu từ thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác",,89.781.296.895,121.806.663.375,,,89781296895.0,121806663375.0
23,23,23,Tiền chi cho vay,,(4.172.394.695.598),(10.297.351.483.906),,,-4172394695598.0,-10297351483906.0
24,24,24,Tiền thu hồi cho vay,,2.241.815.981.295,14.069.334.968.793,,,2241815981295.0,14069334968793.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,-,(20.045.623.008.390),,,,-20045623008390.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,8.189.384.151.475,7.707.960.177.880,,,8189384151475.0,7707960177880.0
27,27,27,"Tiền thu lãi tiền gửi, lãi cho vay, cổ tức và lợi nhuận được chia",,812.736.145.102,772.471.687.193,,,812736145102.0,772471687193.0
30,30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,7.148.556.508.894,(7.965.336.312.285),,,7148556508894.0,-7965336312285.0
