row_label_raw,row_label_full,Tên công ty,Hoạt động chính,31.12.2023 > Tỷ lệ sở hữu %,31.12.2023 > Giá trị ghi số VND,31.12.2023 > Giá trị hợp lý VND,31.12.2023 > Dự phòng VND,31.12.2022 > Tỷ lệ sở hữu %,31.12.2022 > Giá trị ghi số VND,31.12.2022 > Giá trị hợp lý VND,31.12.2022 > Dự phòng VND,numeric__Hoạt động chính,numeric__31.12.2023 > Tỷ lệ sở hữu %,numeric__31.12.2023 > Giá trị ghi số VND,numeric__31.12.2023 > Giá trị hợp lý VND,numeric__31.12.2023 > Dự phòng VND,numeric__31.12.2022 > Tỷ lệ sở hữu %,numeric__31.12.2022 > Giá trị ghi số VND,numeric__31.12.2022 > Giá trị hợp lý VND,numeric__31.12.2022 > Dự phòng VND
Công ty TNHH Đầu tư Địa ốc Thành Nhơn,Công ty TNHH Đầu tư Địa ốc Thành Nhơn,Công ty TNHH Đầu tư Địa ốc Thành Nhơn,Kinh doanh bất động sản,"10,00",271.075.164.598,(*),-,-,-,(*),-,,10.0,271075164598.0,,,,,,
Công ty Cổ phần Hồng Ngự City,Công ty Cổ phần Hồng Ngự City,Công ty Cổ phần Hồng Ngự City,Kinh doanh bất động sản,"15,00",15.000.000.000,(*),-,"15,00",15.000.000.000,(*),-,,15.0,15000000000.0,,,15.0,15000000000.0,,
Công ty Cổ phần Mekong Smart City,Công ty Cổ phần Mekong Smart City,Công ty Cổ phần Mekong Smart City,Sản xuất linh kiện điện tử,"15,00",9.000.000.000,(*),-,"15,00",9.000.000.000,,-,,15.0,9000000000.0,,,15.0,9000000000.0,,
Công ty Cổ phần Du lịch Huế,Công ty Cổ phần Du lịch Huế,Công ty Cổ phần Du lịch Huế,Kinh doanh dịch vụ du lịch,"11,32",7.939.750.000,(*),-,"11,32",7.939.750.000,(*),-,,11.32,7939750000.0,,,11.32,7939750000.0,,
Công ty Cổ phần Novareal,Công ty Cổ phần Novareal,Công ty Cổ phần Novareal,Kinh doanh bất động sản,"5,00",1.000.000.000,(*),-,"5,00",1.000.000.000,(*),-,,5.0,1000000000.0,,,5.0,1000000000.0,,
Công ty Cổ phần Giáo dục PTN,Công ty Cổ phần Giáo dục PTN,Công ty Cổ phần Giáo dục PTN,Giáo dục,"9,00",450.000.000,(*),-,"9,00",450.000.000,(*),-,,9.0,450000000.0,,,9.0,450000000.0,,
Công ty Cổ phần Nova Education Group,Công ty Cổ phần Nova Education Group,Công ty Cổ phần Nova Education Group,Giáo dục,"9,00",450.000.000,(*),-,"9,00",450.000.000,(*),-,,9.0,450000000.0,,,9.0,450000000.0,,
,,,,,304.914.914.598,,-,,33.839.750.000,,-,,,304914914598.0,,,,33839750000.0,,
