row_label_raw,row_label_full,col_0,31.12.2023 > Giá trị VND,31.12.2023 > Dự phòng VND,31.12.2022 > Giá trị VND,31.12.2022 > Dự phòng VND,numeric__31.12.2023 > Giá trị VND,numeric__31.12.2023 > Dự phòng VND,numeric__31.12.2022 > Giá trị VND,numeric__31.12.2022 > Dự phòng VND
"Đặt cọc mua cổ phần, nhận chuyển nhượng vốn góp (*)","Đặt cọc mua cổ phần, nhận chuyển nhượng vốn góp (*)","Đặt cọc mua cổ phần, nhận chuyển nhượng vốn góp (*)",13.342.821.629.468,-,20.118.808.383.177,-,13342821629468.0,,20118808383177.0,
Hợp tác đầu tư phát triển dự án,Hợp tác đầu tư phát triển dự án,Hợp tác đầu tư phát triển dự án,5.279.035.000.000,-,2.938.110.000.000,-,5279035000000.0,,2938110000000.0,
Đặt cọc nhận chuyển nhượng quyền sử dụng đất và dự án,Đặt cọc nhận chuyển nhượng quyền sử dụng đất và dự án,Đặt cọc nhận chuyển nhượng quyền sử dụng đất và dự án,3.308.265.285.727,-,3.384.168.485.727,-,3308265285727.0,,3384168485727.0,
"Phải thu lãi tiền gửi, cho vay và lãi hợp tác đầu tư","Phải thu lãi tiền gửi, cho vay và lãi hợp tác đầu tư","Phải thu lãi tiền gửi, cho vay và lãi hợp tác đầu tư",2.370.009.440.286,-,1.995.941.752.037,-,2370009440286.0,,1995941752037.0,
Phải thu do thanh lý hợp đồng,Phải thu do thanh lý hợp đồng,Phải thu do thanh lý hợp đồng,1.045.315.901.122,-,1.528.477.446.575,-,1045315901122.0,,1528477446575.0,
Thuế GTGT tạm nộp,Thuế GTGT tạm nộp,Thuế GTGT tạm nộp,1.053.540.648.471,-,1.046.782.316.586,-,1053540648471.0,,1046782316586.0,
Đặt cọc cho hợp đồng dịch vụ tư vấn đầu tư,Đặt cọc cho hợp đồng dịch vụ tư vấn đầu tư,Đặt cọc cho hợp đồng dịch vụ tư vấn đầu tư,1.027.397.339.178,-,1.108.845.739.178,-,1027397339178.0,,1108845739178.0,
Tạm ứng lãi hợp tác đầu tư,Tạm ứng lãi hợp tác đầu tư,Tạm ứng lãi hợp tác đầu tư,886.081.827.359,-,783.180.704.076,-,886081827359.0,,783180704076.0,
Phải thu liên quan đến Sài Gòn Gòn (**),Phải thu liên quan đến Sài Gòn Gòn (**),Phải thu liên quan đến Sài Gòn Gòn (**),392.380.000.000,-,388.560.000.000,-,392380000000.0,,388560000000.0,
Phải thu do hoán đổi bất động sản,Phải thu do hoán đổi bất động sản,Phải thu do hoán đổi bất động sản,248.601.202.997,-,-,-,248601202997.0,,,
Tạm ứng cho các dự án,Tạm ứng cho các dự án,Tạm ứng cho các dự án,347.010.468.313,-,348.009.504.593,-,347010468313.0,,348009504593.0,
Khoản đảm bảo cho hợp đồng đặt cọc (***),Khoản đảm bảo cho hợp đồng đặt cọc (***),Khoản đảm bảo cho hợp đồng đặt cọc (***),329.400.000.000,-,329.400.000.000,-,329400000000.0,,329400000000.0,
"Đặt cọc, ký quỹ khác","Đặt cọc, ký quỹ khác","Đặt cọc, ký quỹ khác",163.511.243.842,-,298.287.239.842,-,163511243842.0,,298287239842.0,
"Đặt cọc, ký quỹ dự án cho Sở Kế hoạch Đầu tư","Đặt cọc, ký quỹ dự án cho Sở Kế hoạch Đầu tư","Đặt cọc, ký quỹ dự án cho Sở Kế hoạch Đầu tư",61.016.759.192,-,61.016.759.192,-,61016759192.0,,61016759192.0,
Phải thu từ chuyển nhượng công ty con,Phải thu từ chuyển nhượng công ty con,Phải thu từ chuyển nhượng công ty con,-,-,2.308.212.550.000,-,,,2308212550000.0,
Khác,Khác,Khác,284.890.745.327,(15.000.000.000),261.164.766.155,-,284890745327.0,-15000000000.0,261164766155.0,
,,,30.139.277.491.282,(15.000.000.000),36.898.965.647.138,-,30139277491282.0,-15000000000.0,36898965647138.0,
