row_label_raw,row_label_full,col_0,31.12.2023VND,31.12.2022VND,numeric__31.12.2023VND,numeric__31.12.2022VND
Phải thu ngắn hạn của khách hàng (Thuyết minh 6),Phải thu ngắn hạn của khách hàng (Thuyết minh 6),Phải thu ngắn hạn của khách hàng (Thuyết minh 6),Phải thu ngắn hạn của khách hàng (Thuyết minh 6),Phải thu ngắn hạn của khách hàng (Thuyết minh 6),,
Công ty Cổ phần Đầu tư Phát triển NSQ,Phải thu ngắn hạn của khách hàng (Thuyết minh 6) > Công ty Cổ phần Đầu tư Phát triển NSQ,Công ty Cổ phần Đầu tư Phát triển NSQ,24.422.370.000,24.422.370.000,24422370000.0,24422370000.0
Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,Phải thu ngắn hạn của khách hàng (Thuyết minh 6) > Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,3.541.365.174,3.541.365.174,3541365174.0,3541365174.0
,,,27.963.735.174,27.963.735.174,27963735174.0,27963735174.0
Phải thu về cho vay ngắn hạn (Thuyết minh 8(a)),Phải thu về cho vay ngắn hạn (Thuyết minh 8(a)),Phải thu về cho vay ngắn hạn (Thuyết minh 8(a)),Phải thu về cho vay ngắn hạn (Thuyết minh 8(a)),Phải thu về cho vay ngắn hạn (Thuyết minh 8(a)),,
Công ty Cổ phần Đầu tư và Phát triển Bất động sản Open Land,Phải thu về cho vay ngắn hạn (Thuyết minh 8(a)) > Công ty Cổ phần Đầu tư và Phát triển Bất động sản Open Land,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Open Land,17.572.000.000,300.000.000,17572000000.0,300000000.0
Phải thu ngắn hạn khác (Thuyết minh 9(a)),Phải thu ngắn hạn khác (Thuyết minh 9(a)),Phải thu ngắn hạn khác (Thuyết minh 9(a)),Phải thu ngắn hạn khác (Thuyết minh 9(a)),Phải thu ngắn hạn khác (Thuyết minh 9(a)),,
Phải thu từ hợp tác đầu tư phát triển dự án,Phải thu từ hợp tác đầu tư phát triển dự án,Phải thu từ hợp tác đầu tư phát triển dự án,Phải thu từ hợp tác đầu tư phát triển dự án,Phải thu từ hợp tác đầu tư phát triển dự án,,
Công ty Cổ phần Thương mại đầu tư Phú Trí,Phải thu từ hợp tác đầu tư phát triển dự án > Công ty Cổ phần Thương mại đầu tư Phú Trí,Công ty Cổ phần Thương mại đầu tư Phú Trí,70.000.000.000,70.000.000.000,70000000000.0,70000000000.0
Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,Phải thu từ hợp tác đầu tư phát triển dự án > Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,15.000.000.000,15.000.000.000,15000000000.0,15000000000.0
