row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,4.769.950.330.281(13.048.116.461),11.150.728.886.696(16.498.408.971),,,,
02,02,02,Các khoản giảm trừ doanh thu,,,,,,,
10,02 > 10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,31,4.756.902.213.820,11.134.230.477.725,,31.0,4756902213820.0,11134230477725.0
11,02 > 11,11,Giá vốn hàng bán và dịch vụ cung cấp,32,(3.434.694.564.513),(6.882.741.523.343),,32.0,-3434694564513.0,-6882741523343.0
20,02 > 20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.322.207.649.307,4.251.488.954.382,,,1322207649307.0,4251488954382.0
21,02 > 21,21,Doanh thu hoạt động tài chính,33,5.128.130.127.876(3.244.008.255.570),5.004.795.281.883(4.148.522.226.595),,33.0,,
22,02 > 22,22,Chi phí tài chính,34,,,,34.0,,
23,02 > 23,23,- Trong đó: Chi phí lãi vay,34,(327.706.664.781),(844.309.872.037),,34.0,-327706664781.0,-844309872037.0
24,02 > 24,24,Phần (lỗ)/lãi trong công ty liên kết,5(b),(151.539.424.738),3.622.528.857,,,-151539424738.0,3622528857.0
25,02 > 25,25,Chi phí bán hàng,35,(291.975.056.813),(960.131.278.956),,35.0,-291975056813.0,-960131278956.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,36,(1.490.226.089.162),(1.536.210.395.675),,36.0,-1490226089162.0,-1536210395675.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,1.272.588.950.900,2.615.042.863.896,,,1272588950900.0,2615042863896.0
31,02 > 31,31,Thu nhập khác,37,1.075.033.533.475(348.740.792.825),1.668.784.014.492(301.760.530.356),,37.0,,
32,02 > 32,32,Chi phí khác,37,,,,37.0,,
40,02 > 40,40,Lợi nhuận khác,,726.292.740.650,1.367.023.484.136,,,726292740650.0,1367023484136.0
50,02 > 50,50,Tổng lợi nhuận kế toán trước thuế,,1.998.881.691.550,3.982.066.348.032,,,1998881691550.0,3982066348032.0
51,02 > 51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",38(b),(408.200.850.882),(778.709.166.202),,,-408200850882.0,-778709166202.0
52,02 > 52,52,Chi phí thuế TNDN hoãn lại,38(a),(1.104.816.315.770),(1.021.826.971.234),,,-1104816315770.0,-1021826971234.0
60,02 > 60,60,Lợi nhuận sau thuế TNDN,,485.864.524.898,2.181.530.210.596,,,485864524898.0,2181530210596.0
,,,Phân bổ cho:,,,,,,,
61,02 > 61,61,Cổ đông của Công ty,,605.578.220.113(119.713.695.215),2.162.071.222.708,,,,2162071222708.0
62,02 > 62,62,Cổ đông không kiểm soát,,,19.458.987.888,,,,19458987888.0
70,02 > 70,70,Lãi cơ bản trên cổ phiếu,29(a),311,1.112,,,311.0,1112.0
71,02 > 71,71,Lãi suy giảm trên cổ phiếu,29(b),311,1.112,,,311.0,1112.0
Danh Thúy Ngọc Người lập,Danh Thúy Ngọc Người lập,Danh Thúy Ngọc Người lập,Danh Thúy Ngọc Người lập,Huỳnh Minh LâmKế toán trường,Huỳnh Minh LâmKế toán trường,Ng Teck YowTổng Giám đốcNgày 30 tháng 3 năm 2024,,,,
