row_label_raw,row_label_full,col_0,Vốn cổ phần,Thặng dưvốn cổ phần,Quỹ đầu tưphát triển,Quỹ khác thuộcvốn chủ sở hữu,Lợi nhuận sau thuếchưa phân phối,VNDTổng cộng,numeric__Vốn cổ phần,numeric__Thặng dưvốn cổ phần,numeric__Quỹ đầu tưphát triển,numeric__Quỹ khác thuộcvốn chủ sở hữu,numeric__Lợi nhuận sau thuếchưa phân phối,numeric__VNDTổng cộng
Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,,,,,,
Số đầu năm,Năm trước > Số đầu năm,Số đầu năm,3.840.803.000.000,2.643.023.306.759,10.709.490.423,2.216.611.139,2.493.257.204.347,8.990.009.612.668,3840803000000.0,2643023306759.0,10709490423.0,2216611139.0,2493257204347.0,8990009612668.0
Phát hành cổ phiếu theo Chương trình lựa chọncho cán bộ quản lý cấp cao của Công ty,Năm trước > Phát hành cổ phiếu theo Chương trình lựa chọncho cán bộ quản lý cấp cao của Công ty,Phát hành cổ phiếu theo Chương trình lựa chọncho cán bộ quản lý cấp cao của Công ty,6.971.710.000,-,-,-,-,6.971.710.000,6971710000.0,,,,,6971710000.0
Giáo dịch vốn với cổ đông không kiểm soát củacông ty con,Năm trước > Giáo dịch vốn với cổ đông không kiểm soát củacông ty con,Giáo dịch vốn với cổ đông không kiểm soát củacông ty con,-,-,-,-,(10.685.996.476),(10.685.996.476),,,,,-10685996476.0,-10685996476.0
Lợi nhuận thuần trong năm,Năm trước > Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,483.736.401.573,483.736.401.573,,,,,483736401573.0,483736401573.0
Cổ tức bằng tiền công bố,Năm trước > Cổ tức bằng tiền công bố,Cổ tức bằng tiền công bố,-,-,-,-,(76.816.060.000),(76.816.060.000),,,,,-76816060000.0,-76816060000.0
"Trích quỹ khen thưởng, phúc lợi","Năm trước > Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi",-,-,-,-,(10.000.000.000),(10.000.000.000),,,,,-10000000000.0,-10000000000.0
Số cuối năm,Năm trước > Số cuối năm,Số cuối năm,3.847.774.710.000,2.643.023.306.759,10.709.490.423,2.216.611.139,2.879.491.549.444,9.383.215.667.765,3847774710000.0,2643023306759.0,10709490423.0,2216611139.0,2879491549444.0,9383215667765.0
