row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Phạt vi phạm hợp đồng,Thu nhập khác > Phạt vi phạm hợp đồng,Phạt vi phạm hợp đồng,40.129.450.858,31.754.945.233,40129450858.0,31754945233.0
Hoàn nhập dự phòng bảo hành công trình,Thu nhập khác > Hoàn nhập dự phòng bảo hành công trình,Hoàn nhập dự phòng bảo hành công trình,21.408.612.432,10.318.132.230,21408612432.0,10318132230.0
Khác,Thu nhập khác > Khác,Khác,9.647.676.820,4.847.224.662,9647676820.0,4847224662.0
,,,71.185.740.110,46.920.302.125,71185740110.0,46920302125.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Tiền phạt,Chi phí khác > Tiền phạt,Tiền phạt,11.323.817.580,18.619.224.759,11323817580.0,18619224759.0
Khác,Chi phí khác > Khác,Khác,3.916.872.295,1.724.933.538,3916872295.0,1724933538.0
,,,15.240.689.875,20.344.158.297,15240689875.0,20344158297.0
LỢI NHUẠN KHÁC,Chi phí khác > LỢI NHUẠN KHÁC,LỢI NHUẠN KHÁC,55.945.050.235,26.576.143.828,55945050235.0,26576143828.0
