row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Tạm ứng cho nhân viên phục vụ công tácđền bù đất,Ngắn hạn > Tạm ứng cho nhân viên phục vụ công tácđền bù đất,Tạm ứng cho nhân viên phục vụ công tácđền bù đất,332.952.412.418,422.924.497.669,332952412418.0,422924497669.0
"Đặt cọc, ký quỹ (i)","Ngắn hạn > Đặt cọc, ký quỹ (i)","Đặt cọc, ký quỹ (i)",279.728.622.822,269.797.594.274,279728622822.0,269797594274.0
Tạm ứng cho nhân viên,Ngắn hạn > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,56.748.077.021,26.464.096.832,56748077021.0,26464096832.0
"Phải thu từ hợp đồng hợp táckinh doanh (""HDHTKD"") (ii)","Ngắn hạn > Phải thu từ hợp đồng hợp táckinh doanh (""HDHTKD"") (ii)","Phải thu từ hợp đồng hợp táckinh doanh (""HDHTKD"") (ii)",55.445.462.994,58.048.417.932,55445462994.0,58048417932.0
Phải thu tiền lãi và lợi nhuận được chia,Ngắn hạn > Phải thu tiền lãi và lợi nhuận được chia,Phải thu tiền lãi và lợi nhuận được chia,45.854.086.253,31.105.621.355,45854086253.0,31105621355.0
Tạm ứng vốn góp vào công ty liên doanhKhác,Ngắn hạn > Tạm ứng vốn góp vào công ty liên doanhKhác,Tạm ứng vốn góp vào công ty liên doanhKhác,-,170.000.000.000,,170000000000.0
Tạm ứng vốn góp vào công ty liên doanhKhác,Ngắn hạn > Tạm ứng vốn góp vào công ty liên doanhKhác,Tạm ứng vốn góp vào công ty liên doanhKhác,53.234.572.115,81.592.947.436,53234572115.0,81592947436.0
,,,823.963.233.623,1.059.933.175.498,823963233623.0,1059933175498.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Đặt cọc, ký quỹ","Dài hạn > Đặt cọc, ký quỹ","Đặt cọc, ký quỹ",10.058.034.416,13.300.991.868,10058034416.0,13300991868.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,834.021.268.039,1.073.234.167.366,834021268039.0,1073234167366.0
Dự phòng phải thu ngắn hạn khó đòi,Dài hạn > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(28.150.350.536),(21.397.850.830),-28150350536.0,-21397850830.0
GIẢ TRỊ THUẢN,Dài hạn > GIẢ TRỊ THUẢN,GIẢ TRỊ THUẢN,805.870.917.503,1.051.836.316.536,805870917503.0,1051836316536.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,745.221.141.684,822.829.611.534,745221141684.0,822829611534.0
Phải thu các bên liên quan ngắn hạn(TM số 36),Trong đó: > Phải thu các bên liên quan ngắn hạn(TM số 36),Phải thu các bên liên quan ngắn hạn(TM số 36),59.972.775.819,229.006.705.002,59972775819.0,229006705002.0
Phải thu các bên liên quan dài hạn(TM số 36),Trong đó: > Phải thu các bên liên quan dài hạn(TM số 36),Phải thu các bên liên quan dài hạn(TM số 36),677.000.000,-,677000000.0,
