row_label_raw,row_label_full,col_0,Vay,Trái phiếu,VND Tổng cộng,numeric__Vay,numeric__Trái phiếu,numeric__VND Tổng cộng
Số đầu năm,Số đầu năm,Số đầu năm,3.032.485.166.785,3.074.976.550.761,6.107.461.717.546,3032485166785.0,3074976550761.0,6107461717546.0
Tiền thu từ đi vayvà trái phiếu,Tiền thu từ đi vayvà trái phiếu,Tiền thu từ đi vayvà trái phiếu,2.360.109.526.202,2.500.000.000.000,4.860.109.526.202,2360109526202.0,2500000000000.0,4860109526202.0
Tiền chi trả nợ gốc vayvà trái phiếu,Tiền chi trả nợ gốc vayvà trái phiếu,Tiền chi trả nợ gốc vayvà trái phiếu,(2.043.505.683.399),(1.950.000.000.000),(3.993.505.683.399),-2043505683399.0,-1950000000000.0,-3993505683399.0
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,-,(45.027.509.922),(45.027.509.922),,-45027509922.0,-45027509922.0
Phân bổ chi phí phát hànhtrái phiếu,Phân bổ chi phí phát hànhtrái phiếu,Phân bổ chi phí phát hànhtrái phiếu,-,32.142.009.198,32.142.009.198,,32142009198.0,32142009198.0
Số cuối năm,Số cuối năm,Số cuối năm,3.349.089.009.588,3.612.091.050.037,6.961.180.059.625,3349089009588.0,3612091050037.0,6961180059625.0
