row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,7.196.050.482.193,3.181.421.790.727,7196050482193.0,3181421790727.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
"Doanh thu bán quyền sử dụng đất,căn hộ, nhà phố và biết thụ","Trong đó: > Doanh thu bán quyền sử dụng đất,căn hộ, nhà phố và biết thụ","Doanh thu bán quyền sử dụng đất,căn hộ, nhà phố và biết thụ",6.965.756.729.197,2.887.198.132.566,6965756729197.0,2887198132566.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,165.556.816.678,221.229.268.349,165556816678.0,221229268349.0
Doanh thu từ dịch vụ xây dựng,Trong đó: > Doanh thu từ dịch vụ xây dựng,Doanh thu từ dịch vụ xây dựng,27.196.864.179,45.228.296.672,27196864179.0,45228296672.0
Doanh thu cho thuê bất động sản đầu tư,Trong đó: > Doanh thu cho thuê bất động sản đầu tư,Doanh thu cho thuê bất động sản đầu tư,37.540.072.139,27.766.093.140,37540072139.0,27766093140.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,7.196.050.482.193,3.181.421.790.727,7196050482193.0,3181421790727.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với khách hàng khác,Trong đó: > Doanh thu với khách hàng khác,Doanh thu với khách hàng khác,7.090.241.456.364,2.722.669.496.287,7090241456364.0,2722669496287.0
Doanh thu với bên liên quan (TM số 36),Trong đó: > Doanh thu với bên liên quan (TM số 36),Doanh thu với bên liên quan (TM số 36),105.809.025.829,458.752.294.440,105809025829.0,458752294440.0
