row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,31/12/2024Triệu VND,31/12/2023Triệu VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND
2,2,2,Cam kết giao dịch hối đoái,,,,,,,
2,2 > 2,2,Cam kết mua ngoại tệ,VI.34,355.614,8.707,,,355614.0,8707.0
2,2 > 2,2,Cam kết bán ngoại tệ,VI.34,863.634,8.693,,,863634.0,8693.0
2,2 > 2,2,Cam kết mua - giao dịch hoán đổi tiền tệ,VI.34,50.051.658,38.549.140,,,50051658.0,38549140.0
2,2 > 2,2,Cam kết bán - giao dịch hoán đổi tiền tệ,VI.34,37.394.340,25.783.528,,,37394340.0,25783528.0
4,2 > 4,4,Cam kết trong nghiệp vụ L/C,VI.34,2.228.158,6.602.763,,,2228158.0,6602763.0
5,2 > 5,5,"Bảo lãnh khác(Bảo lãnh bảo hành, thực hiện hợp đồng, tạm ứng)",VI.34,8.516.675,5.212.031,,,8516675.0,5212031.0
6,2 > 6,6,Hợp đồng hoán đổi lãi suất,VI.34,8.150.314,7.974.600,,,8150314.0,7974600.0
7,2 > 7,7,Lãi cho vay và phí phải thu chưa thu được,VI.34,2.612.514,2.232.223,,,2612514.0,2232223.0
8,2 > 8,8,Nợ gốc khó đòi đã xử lý,VI.34,5.544.058,4.950.956,,,5544058.0,4950956.0
9,2 > 9,9,Tài sản và chứng từ khác,VI.34,1.362.800,1.489.332,,,1362800.0,1489332.0
