row_label_raw,row_label_full,col_0,Quyền sử dụng đất Triệu VND,Phần mềm máy vi tính Triệu VND,Tài sản cố định vô hình khác Triệu VND,Tổng cộng Triệu VND,numeric__Quyền sử dụng đất Triệu VND,numeric__Phần mềm máy vi tính Triệu VND,numeric__Tài sản cố định vô hình khác Triệu VND,numeric__Tổng cộng Triệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,384.373,558.120,8.156,950.649,384373.0,558120.0,8156.0,950649.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,156.362,50.898,-,207.260,156362.0,50898.0,,207260.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,540.735,609.018,8.156,1.157.909,540735.0,609018.0,8156.0,1157909.0
Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,,,,
Số dư đầu năm,Giá trị hao mòn luỹ kế > Số dư đầu năm,Số dư đầu năm,-,228.904,5.726,234.630,,228904.0,5726.0,234630.0
Khấu hao trong năm,Giá trị hao mòn luỹ kế > Khấu hao trong năm,Khấu hao trong năm,-,45.383,764,46.147,,45383.0,764.0,46147.0
Số dư cuối năm,Giá trị hao mòn luỹ kế > Số dư cuối năm,Số dư cuối năm,-,274.287,6.490,280.777,,274287.0,6490.0,280777.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,384.373,329.216,2.430,716.019,384373.0,329216.0,2430.0,716019.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,540.735,334.731,1.666,877.132,540735.0,334731.0,1666.0,877132.0
