row_label_raw,row_label_full,col_0,31/12/2024Triệu VND > Giá trị theo hợp đồng – gộp,31/12/2024Triệu VND > Tiền gửi ký quỹ,31/12/2024Triệu VND > Giá trị theo hợp đồng – thuần,31/12/2023Triệu VND > Giá trị theo hợp đồng – gộp,31/12/2023Triệu VND > Tiền gửi ký quỹ,31/12/2023Triệu VND > Giá trị theo hợp đồng – thuần,numeric__31/12/2024Triệu VND > Giá trị theo hợp đồng – gộp,numeric__31/12/2024Triệu VND > Tiền gửi ký quỹ,numeric__31/12/2024Triệu VND > Giá trị theo hợp đồng – thuần,numeric__31/12/2023Triệu VND > Giá trị theo hợp đồng – gộp,numeric__31/12/2023Triệu VND > Tiền gửi ký quỹ,numeric__31/12/2023Triệu VND > Giá trị theo hợp đồng – thuần
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,,,,,,
- Cam kết mua ngoại tệ,Cam kết giao dịch hối đoái > - Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,355.614,-,355.614,8.707,-,8.707,355614.0,,355614.0,8707.0,,8707.0
- Cam kết bán ngoại tệ,Cam kết giao dịch hối đoái > - Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,863.634,-,863.634,8.693,-,8.693,863634.0,,863634.0,8693.0,,8693.0
- Cam kết mua - giao dịch hoán đối tiền tệ,Cam kết giao dịch hối đoái > - Cam kết mua - giao dịch hoán đối tiền tệ,- Cam kết mua - giao dịch hoán đối tiền tệ,50.051.658,-,50.051.658,38.549.140,-,38.549.140,50051658.0,,50051658.0,38549140.0,,38549140.0
- Cam kết bán - giao dịch hoán đối tiền tệ,Cam kết giao dịch hối đoái > - Cam kết bán - giao dịch hoán đối tiền tệ,- Cam kết bán - giao dịch hoán đối tiền tệ,37.394.340,-,37.394.340,25.783.528,-,25.783.528,37394340.0,,37394340.0,25783528.0,,25783528.0
Cam kết trong nghiệp vụ L/C,Cam kết giao dịch hối đoái > Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,2.343.582,(115.424),2.228.158,6.662.109,(59.346),6.602.763,2343582.0,-115424.0,2228158.0,6662109.0,-59346.0,6602763.0
Bảo lãnh khác,Cam kết giao dịch hối đoái > Bảo lãnh khác,Bảo lãnh khác,8.916.602,(399.927),8.516.675,5.515.126,(303.095),5.212.031,8916602.0,-399927.0,8516675.0,5515126.0,-303095.0,5212031.0
Hợp đồng hoán đổi lãi suất,Cam kết giao dịch hối đoái > Hợp đồng hoán đổi lãi suất,Hợp đồng hoán đổi lãi suất,8.150.314,-,8.150.314,7.974.600,-,7.974.600,8150314.0,,8150314.0,7974600.0,,7974600.0
