row_label_raw,row_label_full,col_0,Năm 2024Triệu VND,Năm 2023Triệu VND,numeric__Năm 2024Triệu VND,numeric__Năm 2023Triệu VND
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,1.297.718,1.485.514,1297718.0,1485514.0
- Thu từ dịch vụ thanh toán,- Thu từ dịch vụ thanh toán,- Thu từ dịch vụ thanh toán,496.228,1.014.792,496228.0,1014792.0
- Thu từ dịch vụ ngân quỹ,- Thu từ dịch vụ ngân quỹ,- Thu từ dịch vụ ngân quỹ,3.608,3.718,3608.0,3718.0
- Thu từ dịch vụ đại lý bảo hiểm,- Thu từ dịch vụ đại lý bảo hiểm,- Thu từ dịch vụ đại lý bảo hiểm,235.083,173.661,235083.0,173661.0
- Thu từ dịch vụ khác,- Thu từ dịch vụ khác,- Thu từ dịch vụ khác,562.799,293.343,562799.0,293343.0
Chi phí cho hoạt động dịch vụ,Chi phí cho hoạt động dịch vụ,Chi phí cho hoạt động dịch vụ,(221.072),(205.931),-221072.0,-205931.0
- Chi về dịch vụ thanh toán,- Chi về dịch vụ thanh toán,- Chi về dịch vụ thanh toán,(105.849),(89.644),-105849.0,-89644.0
- Chi về dịch vụ ngân quỹ,- Chi về dịch vụ ngân quỹ,- Chi về dịch vụ ngân quỹ,(18.295),(19.372),-18295.0,-19372.0
- Chi phí dịch vụ khác,- Chi phí dịch vụ khác,- Chi phí dịch vụ khác,(96.928),(96.915),-96928.0,-96915.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,1.076.646,1.279.583,1076646.0,1279583.0
