row_label_raw,row_label_full,STT,Loại tài sản bảo đảm,Tỷ lệ khấu trừ,numeric__Loại tài sản bảo đảm,numeric__Tỷ lệ khấu trừ
6.,6.,6.,Chứng khoán do các Tổ chức tín dụng khác phát hành được niêm yết trên Sở giao dịch chứng khoán,70%,,0.7
7.,7.,7.,Chứng khoán do doanh nghiệp (trừ Tổ chức tín dụng) phát hành được niêm yết trên Sở giao dịch chứng khoán,65%,,0.65
8.,8.,8.,"Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá, trừ các khoản quy định tại Khoản 3,4,5 Điều này, do Tổ chức tín dụng có niêm yết cổ phiếu trên Sở giao dịch chứng khoán phát hành",50%,,0.5
9.,9.,9.,"Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá, trừ các khoản quy định tại Khoản 3,4,5 Điều này, do Tổ chức tín dụng khác chưa niêm yết cổ phiếu trên Sở giao dịch chứng khoán phát hành",30%,,0.3
10.,10.,10.,"Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá do doanh nghiệp có niêm yết cổ phiếu trên Sở giao dịch chứng khoán phát hành",30%,,0.3
11.,11.,11.,"Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá do doanh nghiệp chưa niêm yết cổ phiếu trên Sở giao dịch chứng khoán phát hành",10%,,0.1
12.,12.,12.,Bất động sản,50%,,0.5
13.,13.,13.,Các loại tài sản bảo đảm khác,30%,,0.3
