row_label_raw,row_label_full,col_0,Quyền sử dụng đất Triệu VND,Phần mềm máy vi tính Triệu VND,Tài sản cố định vô hình khác Triệu VND,Tổng cộng Triệu VND,numeric__Quyền sử dụng đất Triệu VND,numeric__Phần mềm máy vi tính Triệu VND,numeric__Tài sản cố định vô hình khác Triệu VND,numeric__Tổng cộng Triệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,384.373,456.578,8.156,849.107,384373.0,456578.0,8156.0,849107.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,101.542,-,101.542,,101542.0,,101542.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,384.373,558.120,8.156,950.649,384373.0,558120.0,8156.0,950649.0
Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,,,,
Số dư đầu năm,Giá trị hao mòn luỹ kế > Số dư đầu năm,Số dư đầu năm,-,188.543,4.662,193.205,,188543.0,4662.0,193205.0
Khẩu hao trong năm,Giá trị hao mòn luỹ kế > Khẩu hao trong năm,Khẩu hao trong năm,-,40.361,1.064,41.425,,40361.0,1064.0,41425.0
Số dư cuối năm,Giá trị hao mòn luỹ kế > Số dư cuối năm,Số dư cuối năm,-,228.904,5.726,234.630,,228904.0,5726.0,234630.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,384.373,268.035,3.494,655.902,384373.0,268035.0,3494.0,655902.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,384.373,329.216,2.430,716.019,384373.0,329216.0,2430.0,716019.0
