row_label_raw,row_label_full,Tại ngày 31/12/2024(Triệu VND),Không nhạy cảm lãi suất,Quá hạn,Dưới 1 tháng,Từ 1-3 tháng,Từ trên 3-6 tháng,Từ trên 6-12 tháng,Từ trên 1-5 năm,Trên 5 năm,Tổng cộng,numeric__Không nhạy cảm lãi suất,numeric__Quá hạn,numeric__Dưới 1 tháng,numeric__Từ 1-3 tháng,numeric__Từ trên 3-6 tháng,numeric__Từ trên 6-12 tháng,numeric__Từ trên 1-5 năm,numeric__Trên 5 năm,numeric__Tổng cộng
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Các khoản nợ Chính phủ và NHNNVN,Nợ phải trả > Các khoản nợ Chính phủ và NHNNVN,Các khoản nợ Chính phủ và NHNNVN,-,-,-,2.113,68.086,1.994.284,-,-,2.064.483,,,,2113.0,68086.0,1994284.0,,,2064483.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,27.568.298,-,21.359.183,16.184.833,1.576.620,6.010.414,11.303.445,1.905.075,85.907.868,27568298.0,,21359183.0,16184833.0,1576620.0,6010414.0,11303445.0,1905075.0,85907868.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,32.377.751,40.974.795,46.926.833,41.220.828,7.345.367,547,168.846.121,,,32377751.0,40974795.0,46926833.0,41220828.0,7345367.0,547.0,168846121.0
Công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Công cụ tài chính phải sinh và các khoản nợ tài chính khác,Công cụ tài chính phải sinh và các khoản nợ tài chính khác,128.378,-,314,1.688,-,-,173.194,-,303.574,128378.0,,314.0,1688.0,,,173194.0,,303574.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,500.000,-,94.200,25.906.000,3.950.000,-,30.450.200,,,500000.0,,94200.0,25906000.0,3950000.0,,30450200.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,4.209.202,-,-,-,-,-,-,-,4.209.202,4209202.0,,,,,,,,4209202.0
Tổng nợ phải trả (2),Nợ phải trả > Tổng nợ phải trả (2),Tổng nợ phải trả (2),31.905.878,-,54.237.248,57.163.429,48.665.739,75.131.526,22.772.006,1.905.622,291.781.448,31905878.0,,54237248.0,57163429.0,48665739.0,75131526.0,22772006.0,1905622.0,291781448.0
Mức chênh lệch nhạy cảm với lãi suất nội bằng (3) = (1) - (2),Nợ phải trả > Mức chênh lệch nhạy cảm với lãi suất nội bằng (3) = (1) - (2),Mức chênh lệch nhạy cảm với lãi suất nội bằng (3) = (1) - (2),25.669.658,4.907.757,55.363.037,8.975.288,2.233.797,(55.483.843),(16.040.634),12.457.535,38.082.595,25669658.0,4907757.0,55363037.0,8975288.0,2233797.0,-55483843.0,-16040634.0,12457535.0,38082595.0
Mức chênh lệch nhạy cảm với lãi suất ngoại bằng (4),Mức chênh lệch nhạy cảm với lãi suất ngoại bằng (4),Mức chênh lệch nhạy cảm với lãi suất ngoại bằng (4),-,-,-,-,-,-,-,-,-,,,,,,,,,
"Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bằng (5) = (3) + (4)","Mức chênh lệch nhạy cảm với lãi suất ngoại bằng (4) > Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bằng (5) = (3) + (4)","Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bằng (5) = (3) + (4)",25.669.658,4.907.757,55.363.037,8.975.288,2.233.797,(55.483.843),(16.040.634),12.457.535,38.082.595,25669658.0,4907757.0,55363037.0,8975288.0,2233797.0,-55483843.0,-16040634.0,12457535.0,38082595.0
