row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2024Triệu VND > 21.923,Phát sinh trong năm > Số phải nộpTriệu VND > 184.240,Phát sinh trong năm > Số đã nộpTriệu VND > (175.353),31/12/2024Triệu VND > 30.810,numeric__1/1/2024Triệu VND > 21.923,numeric__Phát sinh trong năm > Số phải nộpTriệu VND > 184.240,numeric__Phát sinh trong năm > Số đã nộpTriệu VND > (175.353),numeric__31/12/2024Triệu VND > 30.810
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,546.233,1.181.961,(936.234),791.960,546233.0,1181961.0,-936234.0,791960.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,8.970,177.435,(174.025),12.380,8970.0,177435.0,-174025.0,12380.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,80.625,(80.625),-,,80625.0,-80625.0,
,,,577.126,1.624.261,(1.366.237),835.150,577126.0,1624261.0,-1366237.0,835150.0
