row_label_raw,row_label_full,col_0,Số năm nay,Số năm trước,numeric__Số năm nay,numeric__Số năm trước
Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,134.757.575.920,152.449.233.278,134757575920.0,152449233278.0
Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,3.905.395.761,3.489.685.563,3905395761.0,3489685563.0
Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,4.626.639.784,2.908.587.707,4626639784.0,2908587707.0
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,12.951.018.827,13.779.796.268,12951018827.0,13779796268.0
"Thuế, phí và lệ phí","Thuế, phí và lệ phí","Thuế, phí và lệ phí",3.899.833.182,1.968.701.551,3899833182.0,1968701551.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,25.972.126.684,28.538.931.280,25972126684.0,28538931280.0
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,127.053.852.839,97.289.338.897,127053852839.0,97289338897.0
Cộng,Cộng,Cộng,313.166.442.997,300.424.274.544,313166442997.0,300424274544.0
