row_label_raw,row_label_full,col_0,Số năm nay,Số năm trước,numeric__Số năm nay,numeric__Số năm trước
Lãi tiền vay,Lãi tiền vay,Lãi tiền vay,362.884.730.754,381.297.834.324,362884730754.0,381297834324.0
Lỗ chênh lệch tỷ giá phân bổ,Lỗ chênh lệch tỷ giá phân bổ,Lỗ chênh lệch tỷ giá phân bổ,-,289.387.095.962,,289387095962.0
Lỗ chênh lệch tỷ giá đã thực hiện,Lỗ chênh lệch tỷ giá đã thực hiện,Lỗ chênh lệch tỷ giá đã thực hiện,20.247.537.827,-,20247537827.0,
Lỗ chênh lệch tỷ giá chưa thực hiện,Lỗ chênh lệch tỷ giá chưa thực hiện,Lỗ chênh lệch tỷ giá chưa thực hiện,117.240.637.849,-,117240637849.0,
Chi phí tài chính khác,Chi phí tài chính khác,Chi phí tài chính khác,15.206.813.432,47.341.350.646,15206813432.0,47341350646.0
Cộng,Cộng,Cộng,515.579.719.862,718.026.280.932,515579719862.0,718026280932.0
