row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,8.549.442.233.501,10.989.342.586.173,,300.0,,8549442233501.0,10989342586173.0
I.,I.,I.,Nợ ngắn hạn,310,,5.250.705.125.743,6.027.333.583.603,,310.0,,5250705125743.0,6027333583603.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.10,1.575.817.025.863,2.202.625.137.721,,311.0,,1575817025863.0,2202625137721.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,1.410.478.000,1.410.478.000,,312.0,,1410478000.0,1410478000.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.11.1,84.598.914.950,44.775.712.450,,313.0,,84598914950.0,44775712450.0
4.,4.,4.,Phải trả người lao động,314,,57.543.297.801,131.685.658.373,,314.0,,57543297801.0,131685658373.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.12,79.580.496.323,41.427.324.869,,315.0,,79580496323.0,41427324869.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,,-,-,,318.0,,,
9.,9.,9.,Phải trả ngắn hạn khác,319,V.13,71.059.197.586,220.030.142.500,,319.0,,71059197586.0,220030142500.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.14,3.342.356.953.412,3.349.878.446.727,,320.0,,3342356953412.0,3349878446727.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,,38.338.761.808,35.500.682.963,,322.0,,38338761808.0,35500682963.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,3.298.737.107.758,4.962.009.002.570,,330.0,,3298737107758.0,4962009002570.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.10,383.299.978.990,370.216.414.600,,331.0,,383299978990.0,370216414600.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chi phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,,-,-,,336.0,,,
7.,7.,7.,Phải trả dài hạn khác,337,,-,-,,337.0,,,
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.14,2.896.327.647.438,4.571.694.642.376,,338.0,,2896327647438.0,4571694642376.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,-,-,,341.0,,,
12.,12.,12.,Dự phòng phải trả dài hạn,342,,988.464.259,1.976.928.523,,342.0,,988464259.0,1976928523.0
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,18.121.017.071,18.121.017.071,,343.0,,18121017071.0,18121017071.0
