row_label_raw,row_label_full,Bên liên quan,Lãi suất - Thời hạn,Số cuối năm,Số đầu năm,numeric__Lãi suất - Thời hạn,numeric__Số cuối năm,numeric__Số đầu năm
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,,795.477.028.202,800.032.473.936,,795477028202.0,800032473936.0
Tập đoàn Công nghiệp Than - Khoáng Sản Việt Nam,Tập đoàn Công nghiệp Than - Khoáng Sản Việt Nam,Tập đoàn Công nghiệp Than - Khoáng Sản Việt Nam,"2,6% - 3,8%/năm - 13 -15 năm",795.477.028.202,800.032.473.936,,795477028202.0,800032473936.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,,866.941.702.952,1.605.673.717.575,,866941702952.0,1605673717575.0
Tập đoàn Công nghiệp Than - Khoáng Sản Việt Nam,Tập đoàn Công nghiệp Than - Khoáng Sản Việt Nam,Tập đoàn Công nghiệp Than - Khoáng Sản Việt Nam,"2,6% - 3,8%/năm - 13 -15 năm",866.941.702.952,1.605.673.717.575,,866941702952.0,1605673717575.0
Cộng,Cộng,Cộng,,1.662.418.731.154,2.405.706.191.511,,1662418731154.0,2405706191511.0
