row_label_raw,row_label_full,Điều chỉnh khấu hao TSCĐ các năm trước > Điều chỉnh chi phí sửa chữa lớn các năm trước,Số năm nay > -,Số năm trước > 46.860.582.018 > 5.853.149.015,numeric__Số năm nay > -,numeric__Số năm trước > 46.860.582.018 > 5.853.149.015
Các khoản khác,Các khoản khác,Các khoản khác,3.092.443.024,27.527.497.196,3092443024.0,27527497196.0
Cộng,Cộng,Cộng,3.092.443.024,80.241.228.229,3092443024.0,80241228229.0
