row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số năm nay,Số năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số năm nay,numeric__Số năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,10.769.902.148.670,13.059.307.162.962,,1.0,,10769902148670.0,13059307162962.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,-,-,,2.0,,,
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,10.769.902.148.670,13.059.307.162.962,,10.0,,10769902148670.0,13059307162962.0
4.,4.,4.,Giá vốn hàng bán,11,VI.2,9.438.649.098.509,11.571.698.306.466,,11.0,,9438649098509.0,11571698306466.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,1.331.253.050.161,1.487.608.856.496,,20.0,,1331253050161.0,1487608856496.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.3,362.991.102.761,421.621.115.613,,21.0,,362991102761.0,421621115613.0
7.,7.,7.,Chi phí tài chính,22,VI.4,515.579.719.862,718.026.280.932,,22.0,,515579719862.0,718026280932.0
7.,7.,7.,Trong đó: chi phí lãi vay,23,,362.884.730.754,381.297.834.324,,23.0,,362884730754.0,381297834324.0
8.,8.,8.,Chi phí bán hàng,25,,2.370.156.654,2.579.519.376,,25.0,,2370156654.0,2579519376.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,VI.5,313.166.442.997,300.424.274.544,,26.0,,313166442997.0,300424274544.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,863.127.833.409,888.199.897.257,,30.0,,863127833409.0,888199897257.0
11.,11.,11.,Thu nhập khác,31,VI.6,3.092.443.024,80.241.228.229,,31.0,,3092443024.0,80241228229.0
12.,12.,12.,Chi phí khác,32,,8.159.014.707,3.642.547.150,,32.0,,8159014707.0,3642547150.0
13.,13.,13.,Lợi nhuận khác,40,,(5.066.571.683),76.598.681.079,,40.0,,-5066571683.0,76598681079.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế,50,,858.061.261.726,964.798.578.336,,50.0,,858061261726.0,964798578336.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,VI.8,79.334.316.477,65.869.644.398,,51.0,,79334316477.0,65869644398.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,-,(8.341.875.242),,52.0,,,-8341875242.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,778.726.945.249,907.270.809.180,,60.0,,778726945249.0,907270809180.0
18.,18.,18.,Lợi nhuận sau thuế của công ty mẹ,61,,778.450.045.643,908.446.522.624,,61.0,,778450045643.0,908446522624.0
19.,19.,19.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,276.899.606,(1.175.713.444),,62.0,,276899606.0,-1175713444.0
20.,20.,20.,Lãi cơ bản trên cổ phiếu,70,VI.9,1.140,1.291,,70.0,,1140.0,1291.0
