row_label_raw,row_label_full,col_0,Số đầu năm,Số phải nộp trong năm,Số bù trừ với nghĩa vụ nộp thuế,Số cuối năm,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số bù trừ với nghĩa vụ nộp thuế,numeric__Số cuối năm
Thuế GTGT,Thuế GTGT,Thuế GTGT,14.638.889.883,16.057.694.682,1.418.804.799,-,14638889883.0,16057694682.0,1418804799.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,24.074.782.613,24.074.782.613,-,-,24074782613.0,24074782613.0,,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,-,1.021.376.614,1.021.376.614,,,1021376614.0,1021376614.0
Thuế đất và tiền thuê đất,Thuế đất và tiền thuê đất,Thuế đất và tiền thuê đất,1.059.286.882,1.019.141.387,1.254.854.421,1.294.999.916,1059286882.0,1019141387.0,1254854421.0,1294999916.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,26.808.791,-,1.877.970,28.686.761,26808791.0,,1877970.0,28686761.0
Cộng,Cộng,Cộng,39.799.768.169,41.151.618.682,3.696.913.804,2.345.063.291,39799768169.0,41151618682.0,3696913804.0,2345063291.0
