row_label_raw,row_label_full,col_0,Số năm nay,Số năm trước,numeric__Số năm nay,numeric__Số năm trước
Doanh thu bán điện,Doanh thu bán điện,Doanh thu bán điện,10.486.536.550.934,12.780.297.755.649,10486536550934.0,12780297755649.0
Doanh thu bán than,Doanh thu bán than,Doanh thu bán than,168.101.319.405,167.827.357.934,168101319405.0,167827357934.0
Doanh thu khác,Doanh thu khác,Doanh thu khác,115.264.278.331,111.182.049.379,115264278331.0,111182049379.0
Cộng,Cộng,Cộng,10.769.902.148.670,13.059.307.162.962,10769902148670.0,13059307162962.0
Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,,
Doanh thu bán cho bên thứ ba,Trong đó > Doanh thu bán cho bên thứ ba,Doanh thu bán cho bên thứ ba,10.598.362.603.714,12.886.840.143.572,10598362603714.0,12886840143572.0
Doanh thu bán cho bên liên quan(Chi tiết tại Thuyết minh số VII.2),Trong đó > Doanh thu bán cho bên liên quan(Chi tiết tại Thuyết minh số VII.2),Doanh thu bán cho bên liên quan(Chi tiết tại Thuyết minh số VII.2),171.539.544.956,172.467.019.390,171539544956.0,172467019390.0
Cộng,Trong đó > Cộng,Cộng,10.769.902.148.670,13.059.307.162.962,10769902148670.0,13059307162962.0
