row_label_raw,row_label_full,Công ty mẹ
Đơn vị hạch toán phụ thuộc trực thuộc TKV,Đơn vị hạch toán phụ thuộc trực thuộc TKV,Đơn vị hạch toán phụ thuộc trực thuộc TKV
Công ty con trong cùng Tập đoàn TKV,Công ty con trong cùng Tập đoàn TKV,Công ty con trong cùng Tập đoàn TKV
Đơn vị sự nghiệp trong Tập đoàn TKV,Đơn vị sự nghiệp trong Tập đoàn TKV,Đơn vị sự nghiệp trong Tập đoàn TKV
Công ty con trong cùng Tập đoàn TKV,Công ty con trong cùng Tập đoàn TKV,Công ty con trong cùng Tập đoàn TKV
Đơn vị sự nghiệp trong Tập đoàn TKV,Đơn vị sự nghiệp trong Tập đoàn TKV,Đơn vị sự nghiệp trong Tập đoàn TKV
Đơn vị sự nghiệp trong Tập đoàn TKV,Đơn vị sự nghiệp trong Tập đoàn TKV,Đơn vị sự nghiệp trong Tập đoàn TKV
Đơn vị hạch toán phụ thuộc trực thuộc TKV,Đơn vị hạch toán phụ thuộc trực thuộc TKV,Đơn vị hạch toán phụ thuộc trực thuộc TKV
Công ty con trong cùng Tập đoàn TKV,Công ty con trong cùng Tập đoàn TKV,Công ty con trong cùng Tập đoàn TKV
Công ty con trong cùng Tập đoàn TKV,Công ty con trong cùng Tập đoàn TKV,Công ty con trong cùng Tập đoàn TKV
Công ty con trong cùng Tập đoàn TKV,Công ty con trong cùng Tập đoàn TKV,Công ty con trong cùng Tập đoàn TKV
Công ty con trong cùng Tập đoàn TKV,Công ty con trong cùng Tập đoàn TKV,Công ty con trong cùng Tập đoàn TKV
