row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,23.1,1.434.851.916.992,1.069.035.499.895,,231.0,1434851916992.0,1069035499895.0
02,02,02,2. Các khoản giảm trừ doanh thu,23.1,-,-,,231.0,,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,23.1,1.434.851.916.992,1.069.035.499.895,,231.0,1434851916992.0,1069035499895.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,24,861.405.092.161,481.366.165.270,,24.0,861405092161.0,481366165270.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,573.446.824.831,587.669.334.625,,,573446824831.0,587669334625.0
21,21,21,6. Doanh thu hoạt động tài chính,23.2,317.123.475.612,143.894.837.330,,232.0,317123475612.0,143894837330.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,25,41.370.870.831 89.987.678.791,292.150.961.413 251.673.017.974,,25.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,25,41.370.870.831 89.987.678.791,292.150.961.413 251.673.017.974,,25.0,,
24,24,24,"8. Phần lãi(lỗ) trong công ty liên doanh, liên kết",14.1,9.590.181.448,(513.929.038),,141.0,9590181448.0,-513929038.0
25,25,25,9. Chi phí bán hàng,26,34.887.804.923,17.688.233.075,,26.0,34887804923.0,17688233075.0
26,26,26,10. Chi phí quản lý doanh nghiệp,26,92.999.002.177,80.645.935.431,,26.0,92999002177.0,80645935431.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,730.902.803.960,340.565.112.998,,,730902803960.0,340565112998.0
31,31,31,12. Thu nhập khác,,1.328.307.512,797.669.217,,,1328307512.0,797669217.0
32,32,32,13. Chi phí khác,,2.255.982.547,90.689.835,,,2255982547.0,90689835.0
40,40,40,14. Lợi nhuận khác,,(927.675.035),706.979.382,,,-927675035.0,706979382.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,729.975.128.925,341.272.092.380,,,729975128925.0,341272092380.0
