row_label_raw,row_label_full,col_0,Năm nay > Giá vốn,Năm nay > Giá trị trích trướcvào chí phí,Đơn vị tính: VND > Giá vốn,Đơn vị tính: VND > Giá trị trích trướcvào chí phí,numeric__Năm nay > Giá vốn,numeric__Năm nay > Giá trị trích trướcvào chí phí,numeric__Đơn vị tính: VND > Giá vốn,numeric__Đơn vị tính: VND > Giá trị trích trướcvào chí phí
Cho thuê dài hạn đất có cơ sở hạ tầng,Cho thuê dài hạn đất có cơ sở hạ tầng,Cho thuê dài hạn đất có cơ sở hạ tầng,717.315.725.177,207.735.700.012,358.145.331.155,68.652.585.326,717315725177.0,207735700012.0,358145331155.0,68652585326.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,717.315.725.177,207.735.700.012,358.145.331.155,68.652.585.326,717315725177.0,207735700012.0,358145331155.0,68652585326.0
