row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Trả trước người bán,Trả trước người bán,Trả trước người bán,Trả trước người bán,Trả trước người bán,,
- Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc (i),Trả trước người bán > - Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc (i),- Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc (i),1.114.372.843.381,1.130.088.304.645,1114372843381.0,1130088304645.0
- Công ty Cổ phần Dịch vụ Kinh Bắc (ii),Trả trước người bán > - Công ty Cổ phần Dịch vụ Kinh Bắc (ii),- Công ty Cổ phần Dịch vụ Kinh Bắc (ii),117.302.270.000,117.302.270.000,117302270000.0,117302270000.0
- Ban bối thường giải phóng mặt bằng huyện Củ Chi (iii),Trả trước người bán > - Ban bối thường giải phóng mặt bằng huyện Củ Chi (iii),- Ban bối thường giải phóng mặt bằng huyện Củ Chi (iii),23.975.623.424,24.353.697.733,23975623424.0,24353697733.0
- Công ty TNHH Foster and Partners (iv),Trả trước người bán > - Công ty TNHH Foster and Partners (iv),- Công ty TNHH Foster and Partners (iv),25.961.600.000,25.961.600.000,25961600000.0,25961600000.0
- Công ty TNHH Thương mại và Xây dựng Trung Chính (v),Trả trước người bán > - Công ty TNHH Thương mại và Xây dựng Trung Chính (v),- Công ty TNHH Thương mại và Xây dựng Trung Chính (v),4.018.661.359,-,4018661359.0,
- HĐND UBND huyện An Dương,Trả trước người bán > - HĐND UBND huyện An Dương,- HĐND UBND huyện An Dương,11.302.688.835,13.302.688.835,11302688835.0,13302688835.0
- Các khoản trả trước cho người bán khác,Trả trước người bán > - Các khoản trả trước cho người bán khác,- Các khoản trả trước cho người bán khác,27.300.743.951,23.528.270.137,27300743951.0,23528270137.0
,,,1.324.234.430.950,1.334.536.831.350,1324234430950.0,1334536831350.0
