row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,1.434.851.916.992,1.069.035.499.895,1434851916992.0,1069035499895.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu cho thuê đất và cơ sở hạ tầng (*),Trong đó: > Doanh thu cho thuê đất và cơ sở hạ tầng (*),Doanh thu cho thuê đất và cơ sở hạ tầng (*),1.129.432.395.238,742.899.998.400,1129432395238.0,742899998400.0
Doanh thu bán nhà xưởng,Trong đó: > Doanh thu bán nhà xưởng,Doanh thu bán nhà xưởng,224.685.952.000,229.531.415.000,224685952000.0,229531415000.0
"Doanh thu cho thuê kho, nhà xưởng và văn phòng","Trong đó: > Doanh thu cho thuê kho, nhà xưởng và văn phòng","Doanh thu cho thuê kho, nhà xưởng và văn phòng",8.145.578.316,35.609.277.548,8145578316.0,35609277548.0
"Doanh thu cung cấp nước sạch, điện, phí dịch vụ, xử lý nước thải","Trong đó: > Doanh thu cung cấp nước sạch, điện, phí dịch vụ, xử lý nước thải","Doanh thu cung cấp nước sạch, điện, phí dịch vụ, xử lý nước thải",72.587.991.438,60.994.808.947,72587991438.0,60994808947.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,-,-,,
Hàng bán trả lại,Hàng bán trả lại,Hàng bán trả lại,-,-,,
Doanh thu thuần,Hàng bán trả lại > Doanh thu thuần,Doanh thu thuần,1.434.851.916.992,1.069.035.499.895,1434851916992.0,1069035499895.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với các bên khác,Trong đó: > Doanh thu với các bên khác,Doanh thu với các bên khác,1.434.851.916.992,1.069.035.499.895,1434851916992.0,1069035499895.0
Doanh thu với các bên liên quan,Doanh thu với các bên liên quan,Doanh thu với các bên liên quan,-,-,,
