row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,1.650.688.560.966,2.399.085.782.858,,,1650688560966.0,2399085782858.0
210,210,210,I. Các khoản phải thu dài hạn,,355.625.579.821,480.405.988.391,,,355625579821.0,480405988391.0
211,211,211,1. Phải thu dài hạn của khách hàng,6.1,332.305.529.704,465.365.588.391,,61.0,332305529704.0,465365588391.0
215,215,215,2. Phải thu về cho vay dài hạn,7,7.692.700.000,14.685.400.000,,7.0,7692700000.0,14685400000.0
216,216,216,3. Phải thu dài hạn khác,8,15.627.350.117,355.000.000,,8.0,15627350117.0,355000000.0
220,220,220,II. Tài sản cố định,,141.005.430.934,138.923.585.647,,,141005430934.0,138923585647.0
221,221,221,1. Tài sản cố định hữu hình,10,141.005.430.934,138.923.585.647,,10.0,141005430934.0,138923585647.0
222,222,222,Nguyên giá,,268.169.967.655,241.743.465.160,,,268169967655.0,241743465160.0
223,223,223,Giá trị hao mòn lũy kế,,(127.164.536.721),(102.819.879.513),,,-127164536721.0,-102819879513.0
227,227,227,2. Tài sản cố định vô hình,,-,-,,,,
228,227 > 228,228,Nguyên giá,,72.075.500,72.075.500,,,72075500.0,72075500.0
229,227 > 229,229,Giá trị hao mòn lũy kế,,(72.075.500),(72.075.500),,,-72075500.0,-72075500.0
230,227 > 230,230,III. Bất động sản đầu tư,11,20.415.184.100,22.182.071.105,,11.0,20415184100.0,22182071105.0
231,227 > 231,231,1. Nguyên giá,,27.405.394.467,27.405.394.467,,,27405394467.0,27405394467.0
232,227 > 232,232,2. Giá trị hao mòn lũy kế,,(6.990.210.367),(5.223.323.362),,,-6990210367.0,-5223323362.0
240,227 > 240,240,IV. Tài sản dở dang dài hạn,,234.900.661.548,236.668.373.001,,,234900661548.0,236668373001.0
242,227 > 242,242,1. Chi phí xây dựng cơ bản dở dang,12,234.900.661.548,236.668.373.001,,12.0,234900661548.0,236668373001.0
250,227 > 250,250,V. Đầu tư tài chính dài hạn,14,892.602.719.246,1.517.791.599.580,,14.0,892602719246.0,1517791599580.0
252,227 > 252,252,"1. Đầu tư vào các công ty liên doanh, liên kết",14.1,462.788.335.881,445.993.554.433,,141.0,462788335881.0,445993554433.0
253,227 > 253,253,2. Đầu tư góp vốn vào đơn vị khác,14.2,452.867.200.000,1.141.492.700.000,,142.0,452867200000.0,1141492700000.0
254,227 > 254,254,3. Dự phòng đầu tư tài chính dài hạn,,(23.052.816.635),(69.694.654.853),,,-23052816635.0,-69694654853.0
260,227 > 260,260,VI. Tài sản dài hạn khác,,6.138.985.317,3.114.165.134,,,6138985317.0,3114165134.0
261,227 > 261,261,1. Chi phí trả trước dài hạn,,6.138.985.317,3.114.165.134,,,6138985317.0,3114165134.0
270,227 > 270,270,TỔNG CỘNG TÀI SẢN,,13.653.707.159.630,13.066.261.004.211,,,13653707159630.0,13066261004211.0
