row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Lợi nhuận sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lợi nhuận sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lợi nhuận sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,611.910.605.615,325.617.229.507,611910605615.0,325617229507.0
Ảnh hưởng suy giảm,Ảnh hưởng suy giảm,Ảnh hưởng suy giảm,,,,
Lãi vay trái phiếu chuyển đổi,Ảnh hưởng suy giảm > Lãi vay trái phiếu chuyển đổi,Lãi vay trái phiếu chuyển đổi,-,825.066.667,,825066667.0
Lợi nhuận sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Ảnh hưởng suy giảm > Lợi nhuận sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lợi nhuận sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,611.910.605.615,326.442.296.174,611910605615.0,326442296174.0
"Số cổ phiếu phổ thông bình quân gia quyền (không bao gồm cổ phiếu quỹ), điều chỉnh để tính lãi cơ bản trên cổ phiếu","Ảnh hưởng suy giảm > Số cổ phiếu phổ thông bình quân gia quyền (không bao gồm cổ phiếu quỹ), điều chỉnh để tính lãi cơ bản trên cổ phiếu","Số cổ phiếu phổ thông bình quân gia quyền (không bao gồm cổ phiếu quỹ), điều chỉnh để tính lãi cơ bản trên cổ phiếu",464.938.271,360.364.584,464938271.0,360364584.0
Ảnh hưởng suy giảm,Ảnh hưởng suy giảm,Ảnh hưởng suy giảm,,,,
Trái phiếu chuyển đổi,Ảnh hưởng suy giảm > Trái phiếu chuyển đổi,Trái phiếu chuyển đổi,-,1.153.846,,1153846.0
Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) đã điều chỉnh cho các yếu tố suy giảm,Ảnh hưởng suy giảm > Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) đã điều chỉnh cho các yếu tố suy giảm,Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) đã điều chỉnh cho các yếu tố suy giảm,464.938.271,361.518.430,464938271.0,361518430.0
Lãi cơ bản trên cổ phiếu,Ảnh hưởng suy giảm > Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,1.316,904,1316.0,904.0
Lãi suy giảm trên cổ phiếu,Ảnh hưởng suy giảm > Lãi suy giảm trên cổ phiếu,Lãi suy giảm trên cổ phiếu,1.316,903,1316.0,903.0
