row_label_raw,row_label_full,col_0,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Đầu tư Sài Gòn - Huế,Công ty Cổ phần Đầu tư Phát triển Hạ tầng Khu Công nghệ Cao Sài Gòn,Công ty Cổ phần Scanviwood,Tổng cộng,numeric__Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,numeric__Công ty Cổ phần Đầu tư Sài Gòn - Huế,numeric__Công ty Cổ phần Đầu tư Phát triển Hạ tầng Khu Công nghệ Cao Sài Gòn,numeric__Công ty Cổ phần Scanviwood,numeric__Tổng cộng
Giá trị đầu tư:,Giá trị đầu tư:,Giá trị đầu tư:,Giá trị đầu tư:,Giá trị đầu tư:,Giá trị đầu tư:,Giá trị đầu tư:,Giá trị đầu tư:,,,,,
Số dư đầu năm,Giá trị đầu tư: > Số dư đầu năm,Số dư đầu năm,423.492.661.074,210.627.000.000,82.330.830.000,-,716.450.491.074,423492661074.0,210627000000.0,82330830000.0,,716450491074.0
- Tăng giá trị đầu tư,Giá trị đầu tư: > - Tăng giá trị đầu tư,- Tăng giá trị đầu tư,-,-,-,7.204.600.000,7.204.600.000,,,,7204600000.0,7204600000.0
Số dư cuối năm,Giá trị đầu tư: > Số dư cuối năm,Số dư cuối năm,423.492.661.074,210.627.000.000,82.330.830.000,7.204.600.000,723.655.091.074,423492661074.0,210627000000.0,82330830000.0,7204600000.0,723655091074.0
Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,,,,,
Số dư đầu năm,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết: > Số dư đầu năm,Số dư đầu năm,(110.280.210.199),(97.735.760),148.735.705,-,(110.229.210.255),-110280210199.0,-97735760.0,148735705.0,,-110229210255.0
- Phần lợi nhuận/(lỗ) sau khi mua công ty liên kết,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết: > - Phần lợi nhuận/(lỗ) sau khi mua công ty liên kết,- Phần lợi nhuận/(lỗ) sau khi mua công ty liên kết,10.279.678.484,(413.963.463),(10.863.725),(264.669.848),9.590.181.448,10279678484.0,-413963463.0,-10863725.0,-264669848.0,9590181448.0
Số dư cuối năm,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết: > Số dư cuối năm,Số dư cuối năm,(100.000.531.715),(511.699.223),137.871.980,(264.669.848),(100.639.028.806),-100000531715.0,-511699223.0,137871980.0,-264669848.0,-100639028806.0
Phân bổ lợi thế thương mại:,Phân bổ lợi thế thương mại:,Phân bổ lợi thế thương mại:,Phân bổ lợi thế thương mại:,Phân bổ lợi thế thương mại:,Phân bổ lợi thế thương mại:,Phân bổ lợi thế thương mại:,Phân bổ lợi thế thương mại:,,,,,
Số dư đầu năm,Phân bổ lợi thế thương mại: > Số dư đầu năm,Số dư đầu năm,160.227.726.386,-,-,-,160.227.726.386,160227726386.0,,,,160227726386.0
Số dư cuối năm,Phân bổ lợi thế thương mại: > Số dư cuối năm,Số dư cuối năm,160.227.726.386,-,-,-,160.227.726.386,160227726386.0,,,,160227726386.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,,
Số dư đầu năm,Giá trị còn lại: > Số dư đầu năm,Số dư đầu năm,152.984.724.489,210.529.264.240,82.479.565.704,-,445.993.554.433,152984724489.0,210529264240.0,82479565704.0,,445993554433.0
Số dư cuối năm,Giá trị còn lại: > Số dư cuối năm,Số dư cuối năm,163.264.402.973,210.115.300.777,82.468.701.980,6.939.930.152,462.788.335.881,163264402973.0,210115300777.0,82468701980.0,6939930152.0,462788335881.0
