row_label_raw,row_label_full,HA Attapeu,Cho vay,1.450.658.849,2.252.362.346,numeric__Cho vay,numeric__1.450.658.849,numeric__2.252.362.346
HA Oyadav,HA Oyadav,HA Oyadav,Cho vay,262.454.605,398.857.605,,262454605.0,398857605.0
HAQM Lào,HAQM Lào,HAQM Lào,Cho vay,1.000.000,234.617.379,,1000000.0,234617379.0
HA Rattanakiri,HA Rattanakiri,HA Rattanakiri,Cho vay,-,514.199.954,,,514199954.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,1.714.113.454,3.400.037.284,,1714113454.0,3400037284.0
