row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,261.041.568,82.649.067,261041568.0,82649067.0
Phải trả các bên liên quan,Phải trả các bên liên quan,Phải trả các bên liên quan,242.844.188,65.584.210,242844188.0,65584210.0
Phải trả khác,Phải trả khác,Phải trả khác,18.197.380,17.064.857,18197380.0,17064857.0
Dài hạn,Dài hạn,Dài hạn,51.183.874,133.588.694,51183874.0,133588694.0
Phải trả các bên liên quan,Phải trả các bên liên quan,Phải trả các bên liên quan,30.271.853,97.048.755,30271853.0,97048755.0
Phải trả khác,Phải trả khác,Phải trả khác,20.912.021,36.539.939,20912021.0,36539939.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,312.225.442,216.237.761,312225442.0,216237761.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả ngắn hạn bên liên quan (TM số 27),Trong đó: > Phải trả ngắn hạn bên liên quan (TM số 27),Phải trả ngắn hạn bên liên quan (TM số 27),242.844.188,65.584.210,242844188.0,65584210.0
Phải trả các bên khác,Trong đó: > Phải trả các bên khác,Phải trả các bên khác,39.109.401,53.604.796,39109401.0,53604796.0
Phải trả dài hạn bên liên quan (TM số 27),Trong đó: > Phải trả dài hạn bên liên quan (TM số 27),Phải trả dài hạn bên liên quan (TM số 27),30.271.853,97.048.755,30271853.0,97048755.0
