row_label_raw,row_label_full,TÀI SẢN,TÀI SẢN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,4.034.415.094.113,4.431.356.579.753,,100.0,,4034415094113.0,4431356579753.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5,813.518.747.412,1.215.079.331.489,,110.0,5.0,813518747412.0,1215079331489.0
I.,I.,I.,1. Tiền,111,,481.518.747.412,183.079.331.489,,111.0,,481518747412.0,183079331489.0
I.,I.,I.,2. Các khoản tương đương tiền,112,,332.000.000.000,1.032.000.000.000,,112.0,,332000000000.0,1032000000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,6,2.300.000.000.000,2.702.555.555.556,,120.0,6.0,2300000000000.0,2702555555556.0
II.,II.,II.,1. Đầu tư nằm giữ đến ngày đáo hạn,123,,2.300.000.000.000,2.702.555.555.556,,123.0,,2300000000000.0,2702555555556.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,481.716.332.388,79.842.093.989,,130.0,,481716332388.0,79842093989.0
III.,III.,III.,1. Phải thu ngắn hạn của khách hàng,131,7,6.814.108.300,7.261.327.710,,131.0,7.0,6814108300.0,7261327710.0
III.,III.,III.,2. Trả trước cho người bán ngắn hạn,132,8,18.741.754.171,14.976.365.167,,132.0,8.0,18741754171.0,14976365167.0
III.,III.,III.,3. Phải thu ngắn hạn khác,136,9,456.160.469.917,57.604.401.112,,136.0,9.0,456160469917.0,57604401112.0
IV.,IV.,IV.,Hàng tồn kho,140,10,374.120.518.186,391.329.837.679,,140.0,10.0,374120518186.0,391329837679.0
IV.,IV.,IV.,1. Hàng tồn kho,141,,375.625.582.334,392.042.685.352,,141.0,,375625582334.0,392042685352.0
IV.,IV.,IV.,2. Dự phòng giảm giá hàng tồn kho,149,,(1.505.064.148),(712.847.673),,149.0,,-1505064148.0,-712847673.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,65.059.496.127,42.549.761.040,,150.0,,65059496127.0,42549761040.0
V.,V.,V.,1. Chi phí trả trước ngắn hạn,151,11,29.671.646.612,22.065.115.079,,151.0,11.0,29671646612.0,22065115079.0
V.,V.,V.,2. Thuế giá trị gia tăng được khấu trừ,152,,32.040.550.899,20.046.317.478,,152.0,,32040550899.0,20046317478.0
V.,V.,V.,3. Thuế và các khoản khác phải thu Nhà nước,153,17,3.347.298.616,438.328.483,,153.0,17.0,3347298616.0,438328483.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,8.932.636.790.069,10.047.262.662.133,,200.0,,8932636790069.0,10047262662133.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,3.000.000,3.000.000,,210.0,,3000000.0,3000000.0
I.,I.,I.,1. Phải thu dài hạn khác,216,9,3.000.000,3.000.000,,216.0,9.0,3000000.0,3000000.0
II.,II.,II.,Tài sản cố định,220,,8.754.407.466.113,9.848.605.814.914,,220.0,,8754407466113.0,9848605814914.0
II.,II.,II.,1. Tài sản cố định hữu hình,221,12,8.691.967.185.395,9.780.140.333.873,,221.0,12.0,8691967185395.0,9780140333873.0
II.,II.,II.,- Nguyên giá,222,,13.861.770.166.630,13.678.066.136.232,,222.0,,13861770166630.0,13678066136232.0
II.,II.,II.,- Giá trị hao mòn lũy kế,223,,(5.169.802.981.235),(3.897.925.802.359),,223.0,,-5169802981235.0,-3897925802359.0
II.,II.,II.,2. Tài sản cố định vô hình,227,13,62.440.280.718,68.465.481.041,,227.0,13.0,62440280718.0,68465481041.0
II.,II.,II.,- Nguyên giá,228,,95.872.466.668,81.168.329.895,,228.0,,95872466668.0,81168329895.0
II.,II.,II.,- Giá trị hao mòn lũy kế,229,,(33.432.185.950),(12.702.848.854),,229.0,,-33432185950.0,-12702848854.0
III.,III.,III.,Tài sản dở dang dài hạn,240,14,79.196.837.346,95.437.715.195,,240.0,14.0,79196837346.0,95437715195.0
III.,III.,III.,1. Chi phí xây dựng cơ bản dở dang,242,,79.196.837.346,95.437.715.195,,242.0,,79196837346.0,95437715195.0
IV.,IV.,IV.,Tài sản dài hạn khác,260,,99.029.486.610,103.216.132.024,,260.0,,99029486610.0,103216132024.0
IV.,IV.,IV.,1. Chi phí trả trước dài hạn,261,11,99.029.486.610,103.216.132.024,,261.0,11.0,99029486610.0,103216132024.0
TỔNG CÔNG TÀI SẢN (270 = 100 + 200),TỔNG CÔNG TÀI SẢN (270 = 100 + 200),TỔNG CÔNG TÀI SẢN (270 = 100 + 200),TỔNG CÔNG TÀI SẢN (270 = 100 + 200),270,,12.967.051.884.182,14.478.619.241.886,,270.0,,12967051884182.0,14478619241886.0
